intertidal_sitename,SampleSeason,SamplingSeasonCode,Survey Year,Survey Month,Survey Day,TargetSpecies,PlotID,species,count
Alegria,79,FA00,2000,11,12,chthamalus/balanus,5,nucella canaliculata,0
Alegria,79,FA00,2000,11,12,chthamalus/balanus,5,nucella emarginata/ostrina,0
Alegria,79,FA00,2000,11,12,chthamalus/balanus,5,ocenebra circumtexta,0
Alegria,79,FA00,2000,11,12,chthamalus/balanus,5,pagurus hirsutiusculus,0
Alegria,79,FA00,2000,11,12,chthamalus/balanus,5,pagurus samuelis,0
Alegria,79,FA00,2000,11,12,chthamalus/balanus,5,tegula funebralis,0
Alegria,79,FA00,2000,11,12,mytilus,1,nucella canaliculata,0
Alegria,79,FA00,2000,11,12,mytilus,1,ocenebra circumtexta,0
Alegria,79,FA00,2000,11,12,mytilus,1,pagurus hirsutiusculus,0
Alegria,79,FA00,2000,11,12,mytilus,1,hermit crabs,1
Alegria,79,FA00,2000,11,12,mytilus,1,acanthinucella spp,3
Alegria,79,FA00,2000,11,12,mytilus,1,pagurus samuelis,3
Alegria,79,FA00,2000,11,12,mytilus,1,nucella emarginata/ostrina,6
Alegria,79,FA00,2000,11,12,mytilus,1,tegula funebralis,8
Alegria,79,FA00,2000,11,12,mytilus,2,nucella canaliculata,0
Alegria,79,FA00,2000,11,12,mytilus,2,ocenebra circumtexta,0
Alegria,79,FA00,2000,11,12,mytilus,2,pagurus hirsutiusculus,0
Alegria,79,FA00,2000,11,12,mytilus,2,hermit crabs,1
Alegria,79,FA00,2000,11,12,mytilus,2,nucella emarginata/ostrina,2
Alegria,79,FA00,2000,11,12,mytilus,2,pagurus samuelis,2
Alegria,79,FA00,2000,11,12,mytilus,2,acanthinucella spp,5
Alegria,79,FA00,2000,11,12,mytilus,2,tegula funebralis,13
Alegria,79,FA00,2000,11,12,mytilus,3,nucella canaliculata,0
Alegria,79,FA00,2000,11,12,mytilus,3,ocenebra circumtexta,0
Alegria,79,FA00,2000,11,12,mytilus,3,pagurus hirsutiusculus,0
Alegria,79,FA00,2000,11,12,mytilus,3,hermit crabs,1
Alegria,79,FA00,2000,11,12,mytilus,3,pagurus samuelis,4
Alegria,79,FA00,2000,11,12,mytilus,3,acanthinucella spp,7
Alegria,79,FA00,2000,11,12,mytilus,3,nucella emarginata/ostrina,8
Alegria,79,FA00,2000,11,12,mytilus,3,tegula funebralis,27
Alegria,79,FA00,2000,11,12,mytilus,4,nucella canaliculata,0
Alegria,79,FA00,2000,11,12,mytilus,4,ocenebra circumtexta,0
Alegria,79,FA00,2000,11,12,mytilus,4,pagurus hirsutiusculus,0
Alegria,79,FA00,2000,11,12,mytilus,4,pagurus samuelis,1
Alegria,79,FA00,2000,11,12,mytilus,4,hermit crabs,3
Alegria,79,FA00,2000,11,12,mytilus,4,acanthinucella spp,6
Alegria,79,FA00,2000,11,12,mytilus,4,nucella emarginata/ostrina,19
Alegria,79,FA00,2000,11,12,mytilus,4,tegula funebralis,30
Alegria,79,FA00,2000,11,12,mytilus,5,nucella canaliculata,0
Alegria,79,FA00,2000,11,12,mytilus,5,ocenebra circumtexta,0
Alegria,79,FA00,2000,11,12,mytilus,5,pagurus hirsutiusculus,0
Alegria,79,FA00,2000,11,12,mytilus,5,acanthinucella spp,2
Alegria,79,FA00,2000,11,12,mytilus,5,hermit crabs,2
Alegria,79,FA00,2000,11,12,mytilus,5,pagurus samuelis,4
Alegria,79,FA00,2000,11,12,mytilus,5,nucella emarginata/ostrina,38
Alegria,79,FA00,2000,11,12,mytilus,5,tegula funebralis,49
Alegria,81,SP01,2001,4,4,chthamalus/balanus,1,acanthinucella spp,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,1,ceratostoma nuttalli,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,1,epitonium tinctum,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,1,hermit crabs,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,1,kelletia kelletii,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,1,nucella canaliculata,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,1,ocenebra circumtexta,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,1,pagurus hirsutiusculus,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,1,pagurus samuelis,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,1,pisaster ochraceus,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,1,tegula aureotincta,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,1,tegula eiseni,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,1,tegula funebralis,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,1,tegula gallina,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,1,nucella emarginata/ostrina,2
Alegria,81,SP01,2001,4,4,chthamalus/balanus,2,acanthinucella spp,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,2,ceratostoma nuttalli,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,2,epitonium tinctum,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,2,hermit crabs,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,2,kelletia kelletii,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,2,nucella canaliculata,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,2,nucella emarginata/ostrina,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,2,ocenebra circumtexta,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,2,pagurus hirsutiusculus,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,2,pagurus samuelis,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,2,pisaster ochraceus,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,2,tegula aureotincta,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,2,tegula eiseni,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,2,tegula funebralis,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,2,tegula gallina,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,3,acanthinucella spp,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,3,ceratostoma nuttalli,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,3,epitonium tinctum,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,3,hermit crabs,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,3,kelletia kelletii,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,3,nucella canaliculata,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,3,nucella emarginata/ostrina,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,3,ocenebra circumtexta,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,3,pagurus hirsutiusculus,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,3,pagurus samuelis,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,3,pisaster ochraceus,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,3,tegula aureotincta,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,3,tegula eiseni,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,3,tegula funebralis,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,3,tegula gallina,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,4,acanthinucella spp,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,4,ceratostoma nuttalli,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,4,epitonium tinctum,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,4,hermit crabs,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,4,kelletia kelletii,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,4,nucella canaliculata,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,4,nucella emarginata/ostrina,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,4,ocenebra circumtexta,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,4,pagurus hirsutiusculus,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,4,pagurus samuelis,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,4,pisaster ochraceus,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,4,tegula aureotincta,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,4,tegula eiseni,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,4,tegula funebralis,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,4,tegula gallina,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,5,acanthinucella spp,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,5,ceratostoma nuttalli,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,5,epitonium tinctum,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,5,hermit crabs,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,5,kelletia kelletii,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,5,nucella canaliculata,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,5,nucella emarginata/ostrina,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,5,ocenebra circumtexta,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,5,pagurus hirsutiusculus,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,5,pagurus samuelis,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,5,pisaster ochraceus,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,5,tegula aureotincta,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,5,tegula eiseni,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,5,tegula funebralis,0
Alegria,81,SP01,2001,4,4,chthamalus/balanus,5,tegula gallina,0
Alegria,81,SP01,2001,4,4,mytilus,1,ceratostoma nuttalli,0
Alegria,81,SP01,2001,4,4,mytilus,1,kelletia kelletii,0
Alegria,81,SP01,2001,4,4,mytilus,1,nucella canaliculata,0
Alegria,81,SP01,2001,4,4,mytilus,1,ocenebra circumtexta,0
Alegria,81,SP01,2001,4,4,mytilus,1,pagurus hirsutiusculus,0
Alegria,81,SP01,2001,4,4,mytilus,1,pisaster ochraceus,0
Alegria,81,SP01,2001,4,4,mytilus,1,tegula aureotincta,0
Alegria,81,SP01,2001,4,4,mytilus,1,tegula eiseni,0
Alegria,81,SP01,2001,4,4,mytilus,1,tegula gallina,0
Alegria,81,SP01,2001,4,4,mytilus,1,pachygrapsus crassipes,1
Alegria,81,SP01,2001,4,4,mytilus,1,pagurus samuelis,3
Alegria,81,SP01,2001,4,4,mytilus,1,epitonium tinctum,4
Alegria,81,SP01,2001,4,4,mytilus,1,hermit crabs,7
Alegria,81,SP01,2001,4,4,mytilus,1,acanthinucella spp,11
Alegria,81,SP01,2001,4,4,mytilus,1,nucella emarginata/ostrina,15
Alegria,81,SP01,2001,4,4,mytilus,1,tegula funebralis,35
Alegria,81,SP01,2001,4,4,mytilus,2,ceratostoma nuttalli,0
Alegria,81,SP01,2001,4,4,mytilus,2,epitonium tinctum,0
Alegria,81,SP01,2001,4,4,mytilus,2,kelletia kelletii,0
Alegria,81,SP01,2001,4,4,mytilus,2,nucella canaliculata,0
Alegria,81,SP01,2001,4,4,mytilus,2,pagurus hirsutiusculus,0
Alegria,81,SP01,2001,4,4,mytilus,2,pagurus samuelis,0
Alegria,81,SP01,2001,4,4,mytilus,2,pisaster ochraceus,0
Alegria,81,SP01,2001,4,4,mytilus,2,tegula aureotincta,0
Alegria,81,SP01,2001,4,4,mytilus,2,tegula eiseni,0
Alegria,81,SP01,2001,4,4,mytilus,2,tegula gallina,0
Alegria,81,SP01,2001,4,4,mytilus,2,ocenebra circumtexta,1
Alegria,81,SP01,2001,4,4,mytilus,2,pachygrapsus crassipes,2
Alegria,81,SP01,2001,4,4,mytilus,2,hermit crabs,3
Alegria,81,SP01,2001,4,4,mytilus,2,nucella emarginata/ostrina,12
Alegria,81,SP01,2001,4,4,mytilus,2,acanthinucella spp,17
Alegria,81,SP01,2001,4,4,mytilus,2,tegula funebralis,39
Alegria,81,SP01,2001,4,4,mytilus,3,ceratostoma nuttalli,0
Alegria,81,SP01,2001,4,4,mytilus,3,epitonium tinctum,0
Alegria,81,SP01,2001,4,4,mytilus,3,kelletia kelletii,0
Alegria,81,SP01,2001,4,4,mytilus,3,nucella canaliculata,0
Alegria,81,SP01,2001,4,4,mytilus,3,ocenebra circumtexta,0
Alegria,81,SP01,2001,4,4,mytilus,3,pagurus hirsutiusculus,0
Alegria,81,SP01,2001,4,4,mytilus,3,pisaster ochraceus,0
Alegria,81,SP01,2001,4,4,mytilus,3,tegula aureotincta,0
Alegria,81,SP01,2001,4,4,mytilus,3,tegula eiseni,0
Alegria,81,SP01,2001,4,4,mytilus,3,tegula gallina,0
Alegria,81,SP01,2001,4,4,mytilus,3,pagurus granosimanus,1
Alegria,81,SP01,2001,4,4,mytilus,3,pagurus samuelis,1
Alegria,81,SP01,2001,4,4,mytilus,3,pachygrapsus crassipes,7
Alegria,81,SP01,2001,4,4,mytilus,3,hermit crabs,10
Alegria,81,SP01,2001,4,4,mytilus,3,acanthinucella spp,16
Alegria,81,SP01,2001,4,4,mytilus,3,nucella emarginata/ostrina,17
Alegria,81,SP01,2001,4,4,mytilus,3,tegula funebralis,33
Alegria,81,SP01,2001,4,4,mytilus,4,ceratostoma nuttalli,0
Alegria,81,SP01,2001,4,4,mytilus,4,epitonium tinctum,0
Alegria,81,SP01,2001,4,4,mytilus,4,kelletia kelletii,0
Alegria,81,SP01,2001,4,4,mytilus,4,nucella canaliculata,0
Alegria,81,SP01,2001,4,4,mytilus,4,ocenebra circumtexta,0
Alegria,81,SP01,2001,4,4,mytilus,4,pachygrapsus crassipes,0
Alegria,81,SP01,2001,4,4,mytilus,4,pagurus hirsutiusculus,0
Alegria,81,SP01,2001,4,4,mytilus,4,pisaster ochraceus,0
Alegria,81,SP01,2001,4,4,mytilus,4,tegula aureotincta,0
Alegria,81,SP01,2001,4,4,mytilus,4,tegula eiseni,0
Alegria,81,SP01,2001,4,4,mytilus,4,tegula gallina,0
Alegria,81,SP01,2001,4,4,mytilus,4,hermit crabs,1
Alegria,81,SP01,2001,4,4,mytilus,4,pagurus samuelis,1
Alegria,81,SP01,2001,4,4,mytilus,4,acanthinucella spp,3
Alegria,81,SP01,2001,4,4,mytilus,4,nucella emarginata/ostrina,11
Alegria,81,SP01,2001,4,4,mytilus,4,tegula funebralis,22
Alegria,81,SP01,2001,4,4,mytilus,5,ceratostoma nuttalli,0
Alegria,81,SP01,2001,4,4,mytilus,5,epitonium tinctum,0
Alegria,81,SP01,2001,4,4,mytilus,5,hermit crabs,0
Alegria,81,SP01,2001,4,4,mytilus,5,kelletia kelletii,0
Alegria,81,SP01,2001,4,4,mytilus,5,nucella canaliculata,0
Alegria,81,SP01,2001,4,4,mytilus,5,ocenebra circumtexta,0
Alegria,81,SP01,2001,4,4,mytilus,5,pagurus hirsutiusculus,0
Alegria,81,SP01,2001,4,4,mytilus,5,pagurus samuelis,0
Alegria,81,SP01,2001,4,4,mytilus,5,pisaster ochraceus,0
Alegria,81,SP01,2001,4,4,mytilus,5,tegula aureotincta,0
Alegria,81,SP01,2001,4,4,mytilus,5,tegula eiseni,0
Alegria,81,SP01,2001,4,4,mytilus,5,tegula gallina,0
Alegria,81,SP01,2001,4,4,mytilus,5,acanthinucella spp,3
Alegria,81,SP01,2001,4,4,mytilus,5,pachygrapsus crassipes,4
Alegria,81,SP01,2001,4,4,mytilus,5,tegula funebralis,19
Alegria,81,SP01,2001,4,4,mytilus,5,nucella emarginata/ostrina,21
Alegria,83,FA01,2001,12,1,chthamalus/balanus,1,acanthinucella spp,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,1,ceratostoma nuttalli,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,1,epitonium tinctum,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,1,hermit crabs,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,1,kelletia kelletii,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,1,nucella canaliculata,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,1,ocenebra circumtexta,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,1,pachygrapsus crassipes,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,1,pagurus hirsutiusculus,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,1,pagurus samuelis,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,1,pisaster ochraceus,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,1,tegula aureotincta,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,1,tegula eiseni,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,1,tegula funebralis,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,1,tegula gallina,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,1,nucella emarginata/ostrina,3
Alegria,83,FA01,2001,12,1,chthamalus/balanus,1,littorina spp,1826
Alegria,83,FA01,2001,12,1,chthamalus/balanus,2,acanthinucella spp,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,2,ceratostoma nuttalli,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,2,epitonium tinctum,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,2,hermit crabs,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,2,kelletia kelletii,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,2,nucella canaliculata,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,2,ocenebra circumtexta,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,2,pachygrapsus crassipes,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,2,pagurus hirsutiusculus,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,2,pagurus samuelis,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,2,pisaster ochraceus,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,2,tegula aureotincta,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,2,tegula eiseni,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,2,tegula funebralis,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,2,tegula gallina,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,2,nucella emarginata/ostrina,2
Alegria,83,FA01,2001,12,1,chthamalus/balanus,2,littorina spp,1980
Alegria,83,FA01,2001,12,1,chthamalus/balanus,3,acanthinucella spp,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,3,ceratostoma nuttalli,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,3,epitonium tinctum,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,3,hermit crabs,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,3,kelletia kelletii,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,3,nucella canaliculata,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,3,ocenebra circumtexta,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,3,pachygrapsus crassipes,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,3,pagurus hirsutiusculus,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,3,pagurus samuelis,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,3,pisaster ochraceus,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,3,tegula aureotincta,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,3,tegula eiseni,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,3,tegula funebralis,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,3,tegula gallina,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,3,nucella emarginata/ostrina,7
Alegria,83,FA01,2001,12,1,chthamalus/balanus,3,littorina spp,792
Alegria,83,FA01,2001,12,1,chthamalus/balanus,4,acanthinucella spp,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,4,ceratostoma nuttalli,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,4,epitonium tinctum,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,4,hermit crabs,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,4,kelletia kelletii,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,4,nucella canaliculata,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,4,ocenebra circumtexta,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,4,pachygrapsus crassipes,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,4,pagurus hirsutiusculus,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,4,pagurus samuelis,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,4,pisaster ochraceus,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,4,tegula aureotincta,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,4,tegula eiseni,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,4,tegula gallina,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,4,nucella emarginata/ostrina,2
Alegria,83,FA01,2001,12,1,chthamalus/balanus,4,tegula funebralis,3
Alegria,83,FA01,2001,12,1,chthamalus/balanus,4,littorina spp,528
Alegria,83,FA01,2001,12,1,chthamalus/balanus,5,acanthinucella spp,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,5,ceratostoma nuttalli,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,5,epitonium tinctum,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,5,hermit crabs,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,5,kelletia kelletii,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,5,nucella canaliculata,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,5,nucella emarginata/ostrina,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,5,ocenebra circumtexta,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,5,pagurus hirsutiusculus,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,5,pagurus samuelis,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,5,pisaster ochraceus,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,5,tegula aureotincta,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,5,tegula eiseni,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,5,tegula funebralis,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,5,tegula gallina,0
Alegria,83,FA01,2001,12,1,chthamalus/balanus,5,pachygrapsus crassipes,1
Alegria,83,FA01,2001,12,1,chthamalus/balanus,5,littorina spp,26
Alegria,83,FA01,2001,12,1,mytilus,1,ceratostoma nuttalli,0
Alegria,83,FA01,2001,12,1,mytilus,1,epitonium tinctum,0
Alegria,83,FA01,2001,12,1,mytilus,1,kelletia kelletii,0
Alegria,83,FA01,2001,12,1,mytilus,1,nucella canaliculata,0
Alegria,83,FA01,2001,12,1,mytilus,1,ocenebra circumtexta,0
Alegria,83,FA01,2001,12,1,mytilus,1,pachygrapsus crassipes,0
Alegria,83,FA01,2001,12,1,mytilus,1,pagurus hirsutiusculus,0
Alegria,83,FA01,2001,12,1,mytilus,1,pagurus samuelis,0
Alegria,83,FA01,2001,12,1,mytilus,1,pisaster ochraceus,0
Alegria,83,FA01,2001,12,1,mytilus,1,tegula aureotincta,0
Alegria,83,FA01,2001,12,1,mytilus,1,tegula eiseni,0
Alegria,83,FA01,2001,12,1,mytilus,1,tegula gallina,0
Alegria,83,FA01,2001,12,1,mytilus,1,acanthinucella spp,10
Alegria,83,FA01,2001,12,1,mytilus,1,nucella emarginata/ostrina,13
Alegria,83,FA01,2001,12,1,mytilus,1,hermit crabs,18
Alegria,83,FA01,2001,12,1,mytilus,1,tegula funebralis,48
Alegria,83,FA01,2001,12,1,mytilus,2,ceratostoma nuttalli,0
Alegria,83,FA01,2001,12,1,mytilus,2,kelletia kelletii,0
Alegria,83,FA01,2001,12,1,mytilus,2,nucella canaliculata,0
Alegria,83,FA01,2001,12,1,mytilus,2,ocenebra circumtexta,0
Alegria,83,FA01,2001,12,1,mytilus,2,pachygrapsus crassipes,0
Alegria,83,FA01,2001,12,1,mytilus,2,pagurus hirsutiusculus,0
Alegria,83,FA01,2001,12,1,mytilus,2,pisaster ochraceus,0
Alegria,83,FA01,2001,12,1,mytilus,2,tegula aureotincta,0
Alegria,83,FA01,2001,12,1,mytilus,2,tegula eiseni,0
Alegria,83,FA01,2001,12,1,mytilus,2,tegula gallina,0
Alegria,83,FA01,2001,12,1,mytilus,2,epitonium tinctum,2
Alegria,83,FA01,2001,12,1,mytilus,2,acanthinucella spp,6
Alegria,83,FA01,2001,12,1,mytilus,2,nucella emarginata/ostrina,7
Alegria,83,FA01,2001,12,1,mytilus,2,pagurus samuelis,7
