Location,Sensor,Recovery Date,Date_Time,Date,Time,Temperature,pH,
bml,3,10/11/21,2021-08-22T12:45:00Z,8/22/21,12:45:00,13.82045481,8.068823524,
bml,3,10/11/21,2021-08-22T13:00:00Z,8/22/21,13:00:00,13.82846107,8.072227129,
bml,3,10/11/21,2021-08-22T13:15:00Z,8/22/21,13:15:00,13.840177,8.073757935,
bml,3,10/11/21,2021-08-22T13:30:00Z,8/22/21,13:30:00,13.8358836,8.071062711,
bml,3,10/11/21,2021-08-22T13:45:00Z,8/22/21,13:45:00,13.85752222,8.075575361,
bml,3,10/11/21,2021-08-22T14:00:00Z,8/22/21,14:00:00,13.87346482,8.076137546,
bml,3,10/11/21,2021-08-22T14:15:00Z,8/22/21,14:15:00,13.91999221,8.081207564,
bml,3,10/11/21,2021-08-22T14:30:00Z,8/22/21,14:30:00,13.96172428,8.087143762,
bml,3,10/11/21,2021-08-22T14:45:00Z,8/22/21,14:45:00,14.01879294,8.09293132,
bml,3,10/11/21,2021-08-22T15:00:00Z,8/22/21,15:00:00,14.07859562,8.097146885,
bml,3,10/11/21,2021-08-22T15:15:00Z,8/22/21,15:15:00,14.13593055,8.102212914,
bml,3,10/11/21,2021-08-22T15:30:00Z,8/22/21,15:30:00,14.17838813,8.105970779,
bml,3,10/11/21,2021-08-22T15:45:00Z,8/22/21,15:45:00,14.21306513,8.11051113,
bml,3,10/11/21,2021-08-22T16:00:00Z,8/22/21,16:00:00,14.23413133,8.110317956,
bml,3,10/11/21,2021-08-22T16:15:00Z,8/22/21,16:15:00,14.25947411,8.114265174,
bml,3,10/11/21,2021-08-22T16:30:00Z,8/22/21,16:30:00,14.28737659,8.115869485,
bml,3,10/11/21,2021-08-22T16:45:00Z,8/22/21,16:45:00,14.31593927,8.119820255,
bml,3,10/11/21,2021-08-22T17:00:00Z,8/22/21,17:00:00,14.33690084,8.122491399,
bml,3,10/11/21,2021-08-22T17:15:00Z,8/22/21,17:15:00,14.36290578,8.123947958,
bml,3,10/11/21,2021-08-22T17:30:00Z,8/22/21,17:30:00,14.37707307,8.121536958,
bml,3,10/11/21,2021-08-22T17:45:00Z,8/22/21,17:45:00,14.3941641,8.116269856,
bml,3,10/11/21,2021-08-22T18:00:00Z,8/22/21,18:00:00,14.41394916,8.112881083,
bml,3,10/11/21,2021-08-22T18:15:00Z,8/22/21,18:15:00,14.44580777,8.113102836,
bml,3,10/11/21,2021-08-22T18:30:00Z,8/22/21,18:30:00,14.48561816,8.109436683,
bml,3,10/11/21,2021-08-22T18:45:00Z,8/22/21,18:45:00,14.52579043,8.106183593,
bml,3,10/11/21,2021-08-22T19:00:00Z,8/22/21,19:00:00,14.55750923,8.102748843,
bml,3,10/11/21,2021-08-22T19:15:00Z,8/22/21,19:15:00,14.5815992,8.098219962,
bml,3,10/11/21,2021-08-22T19:30:00Z,8/22/21,19:30:00,14.60524062,8.09462871,
bml,3,10/11/21,2021-08-22T19:45:00Z,8/22/21,19:45:00,14.62202672,8.087750985,
bml,3,10/11/21,2021-08-22T20:00:00Z,8/22/21,20:00:00,14.63297838,8.081398398,
bml,3,10/11/21,2021-08-22T20:15:00Z,8/22/21,20:15:00,14.64540532,8.081902044,
bml,3,10/11/21,2021-08-22T20:30:00Z,8/22/21,20:30:00,14.65588126,8.088673231,
bml,3,10/11/21,2021-08-22T20:45:00Z,8/22/21,20:45:00,14.65739662,8.081885269,
bml,3,10/11/21,2021-08-22T21:00:00Z,8/22/21,21:00:00,14.66209076,8.089857027,
bml,3,10/11/21,2021-08-22T21:15:00Z,8/22/21,21:15:00,14.66244228,8.085242699,
bml,3,10/11/21,2021-08-22T21:30:00Z,8/22/21,21:30:00,14.66778908,8.083054745,
bml,3,10/11/21,2021-08-22T21:45:00Z,8/22/21,21:45:00,14.6720633,8.081290396,
bml,3,10/11/21,2021-08-22T22:00:00Z,8/22/21,22:00:00,14.67559511,8.076495949,
bml,3,10/11/21,2021-08-22T22:15:00Z,8/22/21,22:15:00,14.67297054,8.069318894,
bml,3,10/11/21,2021-08-22T22:30:00Z,8/22/21,22:30:00,14.68195024,8.074133387,
bml,3,10/11/21,2021-08-22T22:45:00Z,8/22/21,22:45:00,14.66822597,8.062186033,
bml,3,10/11/21,2021-08-22T23:00:00Z,8/22/21,23:00:00,14.66400382,8.062179239,
bml,3,10/11/21,2021-08-22T23:15:00Z,8/22/21,23:15:00,14.6637542,8.059842073,
bml,3,10/11/21,2021-08-22T23:30:00Z,8/22/21,23:30:00,14.65485657,8.061327936,
bml,3,10/11/21,2021-08-22T23:45:00Z,8/22/21,23:45:00,14.64106331,8.053506129,
bml,3,10/11/21,2021-08-23T00:00:00Z,8/23/21,0:00:00,14.62525206,8.054969079,
bml,3,10/11/21,2021-08-23T00:15:00Z,8/23/21,0:15:00,14.606264,8.051970986,
bml,3,10/11/21,2021-08-23T00:30:00Z,8/23/21,0:30:00,14.59181446,8.051127737,
bml,3,10/11/21,2021-08-23T00:45:00Z,8/23/21,0:45:00,14.55457732,8.040686474,
bml,3,10/11/21,2021-08-23T01:00:00Z,8/23/21,1:00:00,14.51199064,8.035561126,
bml,3,10/11/21,2021-08-23T01:15:00Z,8/23/21,1:15:00,14.48518615,8.027674866,
bml,3,10/11/21,2021-08-23T01:30:00Z,8/23/21,1:30:00,14.46162052,8.022916842,
bml,3,10/11/21,2021-08-23T01:45:00Z,8/23/21,1:45:00,14.42771348,8.011195853,
bml,3,10/11/21,2021-08-23T02:00:00Z,8/23/21,2:00:00,14.37882702,8.009811171,
bml,3,10/11/21,2021-08-23T02:15:00Z,8/23/21,2:15:00,14.31826841,8.004224964,
bml,3,10/11/21,2021-08-23T02:30:00Z,8/23/21,2:30:00,14.25912547,7.995343759,
bml,3,10/11/21,2021-08-23T02:45:00Z,8/23/21,2:45:00,14.20783508,7.992321486,
bml,3,10/11/21,2021-08-23T03:00:00Z,8/23/21,3:00:00,14.17963491,7.986213625,
bml,3,10/11/21,2021-08-23T03:15:00Z,8/23/21,3:15:00,14.17745321,7.98228099,
bml,3,10/11/21,2021-08-23T03:30:00Z,8/23/21,3:30:00,14.18703983,7.978043775,
bml,3,10/11/21,2021-08-23T03:45:00Z,8/23/21,3:45:00,14.19249007,7.971451081,
bml,3,10/11/21,2021-08-23T04:00:00Z,8/23/21,4:00:00,14.21111508,7.971183552,
bml,3,10/11/21,2021-08-23T04:15:00Z,8/23/21,4:15:00,14.23506858,7.969844222,
bml,3,10/11/21,2021-08-23T04:30:00Z,8/23/21,4:30:00,14.24017579,7.967576583,
bml,3,10/11/21,2021-08-23T04:45:00Z,8/23/21,4:45:00,14.22655698,7.95127367,
bml,3,10/11/21,2021-08-23T05:00:00Z,8/23/21,5:00:00,14.21359309,7.941532417,
bml,3,10/11/21,2021-08-23T05:15:00Z,8/23/21,5:15:00,14.19141159,7.941350901,
bml,3,10/11/21,2021-08-23T05:30:00Z,8/23/21,5:30:00,14.17061659,7.914532265,
bml,3,10/11/21,2021-08-23T05:45:00Z,8/23/21,5:45:00,14.14331882,7.902285695,
bml,3,10/11/21,2021-08-23T06:00:00Z,8/23/21,6:00:00,14.1230071,7.886967508,
bml,3,10/11/21,2021-08-23T06:15:00Z,8/23/21,6:15:00,14.08052621,7.875117756,
bml,3,10/11/21,2021-08-23T06:30:00Z,8/23/21,6:30:00,14.04979007,7.874371806,
bml,3,10/11/21,2021-08-23T06:45:00Z,8/23/21,6:45:00,13.9991435,7.876251987,
bml,3,10/11/21,2021-08-23T07:00:00Z,8/23/21,7:00:00,13.96319489,7.857763462,
bml,3,10/11/21,2021-08-23T07:15:00Z,8/23/21,7:15:00,13.93964028,7.851974377,
bml,3,10/11/21,2021-08-23T07:30:00Z,8/23/21,7:30:00,13.94571099,7.882269543,
bml,3,10/11/21,2021-08-23T07:45:00Z,8/23/21,7:45:00,13.95543296,7.916871147,
bml,3,10/11/21,2021-08-23T08:00:00Z,8/23/21,8:00:00,13.95986799,7.93148298,
bml,3,10/11/21,2021-08-23T08:15:00Z,8/23/21,8:15:00,13.96135542,7.945580388,
bml,3,10/11/21,2021-08-23T08:30:00Z,8/23/21,8:30:00,13.96224012,7.946765075,
bml,3,10/11/21,2021-08-23T08:45:00Z,8/23/21,8:45:00,13.96510439,7.949952203,
bml,3,10/11/21,2021-08-23T09:00:00Z,8/23/21,9:00:00,13.96990274,7.940740163,
bml,3,10/11/21,2021-08-23T09:15:00Z,8/23/21,9:15:00,13.97697639,7.945628721,
bml,3,10/11/21,2021-08-23T09:30:00Z,8/23/21,9:30:00,13.99106972,7.960597129,
bml,3,10/11/21,2021-08-23T09:45:00Z,8/23/21,9:45:00,14.01457379,7.968257478,
bml,3,10/11/21,2021-08-23T10:00:00Z,8/23/21,10:00:00,14.04136786,7.97642098,
bml,3,10/11/21,2021-08-23T10:15:00Z,8/23/21,10:15:00,14.07830305,7.986157484,
bml,3,10/11/21,2021-08-23T10:30:00Z,8/23/21,10:30:00,14.10380933,7.992779783,
bml,3,10/11/21,2021-08-23T10:45:00Z,8/23/21,10:45:00,14.13443037,8.004472881,
bml,3,10/11/21,2021-08-23T11:00:00Z,8/23/21,11:00:00,14.15698744,8.009588568,
bml,3,10/11/21,2021-08-23T11:15:00Z,8/23/21,11:15:00,14.17475059,8.015023913,
bml,3,10/11/21,2021-08-23T11:30:00Z,8/23/21,11:30:00,14.18087712,8.018399404,
bml,3,10/11/21,2021-08-23T11:45:00Z,8/23/21,11:45:00,14.16654913,8.022089129,
bml,3,10/11/21,2021-08-23T12:00:00Z,8/23/21,12:00:00,14.1007134,8.019509605,
bml,3,10/11/21,2021-08-23T12:15:00Z,8/23/21,12:15:00,14.06721105,8.020750317,
bml,3,10/11/21,2021-08-23T12:30:00Z,8/23/21,12:30:00,14.05035335,8.027866635,
bml,3,10/11/21,2021-08-23T12:45:00Z,8/23/21,12:45:00,14.06504959,8.041184773,
bml,3,10/11/21,2021-08-23T13:00:00Z,8/23/21,13:00:00,14.09747034,8.047352862,
bml,3,10/11/21,2021-08-23T13:15:00Z,8/23/21,13:15:00,14.13536848,8.061280647,
bml,3,10/11/21,2021-08-23T13:30:00Z,8/23/21,13:30:00,14.15630958,8.063712022,
bml,3,10/11/21,2021-08-23T13:45:00Z,8/23/21,13:45:00,14.18063088,8.063320653,
bml,3,10/11/21,2021-08-23T14:00:00Z,8/23/21,14:00:00,14.1921312,8.066018242,
bml,3,10/11/21,2021-08-23T14:15:00Z,8/23/21,14:15:00,14.19949732,8.066730976,
bml,3,10/11/21,2021-08-23T14:30:00Z,8/23/21,14:30:00,14.22498522,8.069074548,
bml,3,10/11/21,2021-08-23T14:45:00Z,8/23/21,14:45:00,14.26564495,8.074393287,
bml,3,10/11/21,2021-08-23T15:00:00Z,8/23/21,15:00:00,14.31358703,8.083167981,
bml,3,10/11/21,2021-08-23T15:15:00Z,8/23/21,15:15:00,14.34205701,8.083423017,
bml,3,10/11/21,2021-08-23T15:30:00Z,8/23/21,15:30:00,14.35234789,8.079242271,
bml,3,10/11/21,2021-08-23T15:45:00Z,8/23/21,15:45:00,14.35754787,8.083614876,
bml,3,10/11/21,2021-08-23T16:00:00Z,8/23/21,16:00:00,14.36700175,8.081448495,
bml,3,10/11/21,2021-08-23T16:15:00Z,8/23/21,16:15:00,14.37930406,8.083680089,
bml,3,10/11/21,2021-08-23T16:30:00Z,8/23/21,16:30:00,14.38775084,8.08403412,
bml,3,10/11/21,2021-08-23T16:45:00Z,8/23/21,16:45:00,14.39716083,8.085208009,
bml,3,10/11/21,2021-08-23T17:00:00Z,8/23/21,17:00:00,14.40422269,8.08585216,
bml,3,10/11/21,2021-08-23T17:15:00Z,8/23/21,17:15:00,14.40545219,8.079305963,
bml,3,10/11/21,2021-08-23T17:30:00Z,8/23/21,17:30:00,14.40671579,8.077432003,
bml,3,10/11/21,2021-08-23T17:45:00Z,8/23/21,17:45:00,14.40226123,8.075291029,
bml,3,10/11/21,2021-08-23T18:00:00Z,8/23/21,18:00:00,14.39418151,8.061472016,
bml,3,10/11/21,2021-08-23T18:15:00Z,8/23/21,18:15:00,14.38587242,8.060836492,
bml,3,10/11/21,2021-08-23T18:30:00Z,8/23/21,18:30:00,14.37653995,8.052958493,
bml,3,10/11/21,2021-08-23T18:45:00Z,8/23/21,18:45:00,14.3685947,8.056221119,
bml,3,10/11/21,2021-08-23T19:00:00Z,8/23/21,19:00:00,14.35883829,8.04962482,
bml,3,10/11/21,2021-08-23T19:15:00Z,8/23/21,19:15:00,14.35074723,8.042844496,
bml,3,10/11/21,2021-08-23T19:30:00Z,8/23/21,19:30:00,14.34150701,8.035332127,
bml,3,10/11/21,2021-08-23T19:45:00Z,8/23/21,19:45:00,14.33138532,8.027900665,
bml,3,10/11/21,2021-08-23T20:00:00Z,8/23/21,20:00:00,14.31953132,8.024305401,
bml,3,10/11/21,2021-08-23T20:15:00Z,8/23/21,20:15:00,14.30527328,8.018582469,
bml,3,10/11/21,2021-08-23T20:30:00Z,8/23/21,20:30:00,14.28889647,8.007963062,
bml,3,10/11/21,2021-08-23T20:45:00Z,8/23/21,20:45:00,14.27029243,8.002377138,
bml,3,10/11/21,2021-08-23T21:00:00Z,8/23/21,21:00:00,14.24743668,7.998595914,
bml,3,10/11/21,2021-08-23T21:15:00Z,8/23/21,21:15:00,14.2208969,8.001396356,
bml,3,10/11/21,2021-08-23T21:30:00Z,8/23/21,21:30:00,14.20418505,7.995251131,
bml,3,10/11/21,2021-08-23T21:45:00Z,8/23/21,21:45:00,14.19258252,8.00002439,
bml,3,10/11/21,2021-08-23T22:00:00Z,8/23/21,22:00:00,14.18118805,7.991405023,
bml,3,10/11/21,2021-08-23T22:15:00Z,8/23/21,22:15:00,14.16385437,7.994635966,
bml,3,10/11/21,2021-08-23T22:30:00Z,8/23/21,22:30:00,14.14736242,7.992395631,
bml,3,10/11/21,2021-08-23T22:45:00Z,8/23/21,22:45:00,14.12252212,8.001755441,
bml,3,10/11/21,2021-08-23T23:00:00Z,8/23/21,23:00:00,14.11828064,7.98957872,
bml,3,10/11/21,2021-08-23T23:15:00Z,8/23/21,23:15:00,14.12069167,7.991225191,
bml,3,10/11/21,2021-08-23T23:30:00Z,8/23/21,23:30:00,14.1254566,7.982891112,
bml,3,10/11/21,2021-08-23T23:45:00Z,8/23/21,23:45:00,14.1293046,7.991688619,
bml,3,10/11/21,2021-08-24T00:00:00Z,8/24/21,0:00:00,14.13307223,7.989734199,
bml,3,10/11/21,2021-08-24T00:15:00Z,8/24/21,0:15:00,14.13630639,7.992931341,
bml,3,10/11/21,2021-08-24T00:30:00Z,8/24/21,0:30:00,14.13523878,7.987070683,
bml,3,10/11/21,2021-08-24T00:45:00Z,8/24/21,0:45:00,14.13416213,7.986914719,
bml,3,10/11/21,2021-08-24T01:00:00Z,8/24/21,1:00:00,14.13266117,7.989429661,
bml,3,10/11/21,2021-08-24T01:15:00Z,8/24/21,1:15:00,14.12911519,7.988250315,
bml,3,10/11/21,2021-08-24T01:30:00Z,8/24/21,1:30:00,14.12415701,7.975383815,
bml,3,10/11/21,2021-08-24T01:45:00Z,8/24/21,1:45:00,14.11932408,7.974896708,
bml,3,10/11/21,2021-08-24T02:00:00Z,8/24/21,2:00:00,14.11129183,7.97237413,
bml,3,10/11/21,2021-08-24T02:15:00Z,8/24/21,2:15:00,14.10782243,7.968381649,
bml,3,10/11/21,2021-08-24T02:30:00Z,8/24/21,2:30:00,14.10492643,7.958499752,
bml,3,10/11/21,2021-08-24T02:45:00Z,8/24/21,2:45:00,14.10124658,7.964409469,
bml,3,10/11/21,2021-08-24T03:00:00Z,8/24/21,3:00:00,14.09851276,7.956296324,
bml,3,10/11/21,2021-08-24T03:15:00Z,8/24/21,3:15:00,14.09748886,7.956539019,
bml,3,10/11/21,2021-08-24T03:30:00Z,8/24/21,3:30:00,14.09834157,7.95855122,
bml,3,10/11/21,2021-08-24T03:45:00Z,8/24/21,3:45:00,14.09850958,7.957680323,
bml,3,10/11/21,2021-08-24T04:00:00Z,8/24/21,4:00:00,14.09783825,7.953525408,
bml,3,10/11/21,2021-08-24T04:15:00Z,8/24/21,4:15:00,14.09380124,7.948003731,
bml,3,10/11/21,2021-08-24T04:30:00Z,8/24/21,4:30:00,14.08557151,7.941254992,
bml,3,10/11/21,2021-08-24T04:45:00Z,8/24/21,4:45:00,14.07716032,7.934715094,
bml,3,10/11/21,2021-08-24T05:00:00Z,8/24/21,5:00:00,14.06506382,7.928521407,
bml,3,10/11/21,2021-08-24T05:15:00Z,8/24/21,5:15:00,14.05544015,7.922552613,
bml,3,10/11/21,2021-08-24T05:30:00Z,8/24/21,5:30:00,14.04243439,7.922392203,
bml,3,10/11/21,2021-08-24T05:45:00Z,8/24/21,5:45:00,14.02489882,7.909884691,
bml,3,10/11/21,2021-08-24T06:00:00Z,8/24/21,6:00:00,14.01429029,7.896699479,
bml,3,10/11/21,2021-08-24T06:15:00Z,8/24/21,6:15:00,14.00203071,7.893606437,
bml,3,10/11/21,2021-08-24T06:30:00Z,8/24/21,6:30:00,13.98449341,7.884784893,
bml,3,10/11/21,2021-08-24T06:45:00Z,8/24/21,6:45:00,13.975479,7.864467756,
bml,3,10/11/21,2021-08-24T07:00:00Z,8/24/21,7:00:00,13.96153755,7.852424481,
bml,3,10/11/21,2021-08-24T07:15:00Z,8/24/21,7:15:00,13.94404172,7.848297802,
bml,3,10/11/21,2021-08-24T07:30:00Z,8/24/21,7:30:00,13.94144886,7.846962668,
bml,3,10/11/21,2021-08-24T07:45:00Z,8/24/21,7:45:00,13.93590969,7.84128718,
bml,3,10/11/21,2021-08-24T08:00:00Z,8/24/21,8:00:00,13.94893538,7.904342414,
bml,3,10/11/21,2021-08-24T08:15:00Z,8/24/21,8:15:00,13.96267552,7.912917139,
bml,3,10/11/21,2021-08-24T08:30:00Z,8/24/21,8:30:00,13.97988653,7.92863622,
bml,3,10/11/21,2021-08-24T08:45:00Z,8/24/21,8:45:00,13.99769396,7.936072612,
bml,3,10/11/21,2021-08-24T09:00:00Z,8/24/21,9:00:00,14.02230306,7.947922248,
bml,3,10/11/21,2021-08-24T09:15:00Z,8/24/21,9:15:00,14.04607585,7.961978927,
bml,3,10/11/21,2021-08-24T09:30:00Z,8/24/21,9:30:00,14.05761927,7.964640687,
bml,3,10/11/21,2021-08-24T09:45:00Z,8/24/21,9:45:00,14.08500788,7.975057163,
bml,3,10/11/21,2021-08-24T10:00:00Z,8/24/21,10:00:00,14.11666142,7.983991759,
bml,3,10/11/21,2021-08-24T10:15:00Z,8/24/21,10:15:00,14.15766577,7.999301477,
bml,3,10/11/21,2021-08-24T10:30:00Z,8/24/21,10:30:00,14.19129004,8.001877253,
bml,3,10/11/21,2021-08-24T10:45:00Z,8/24/21,10:45:00,14.22384512,8.007524463,
bml,3,10/11/21,2021-08-24T11:00:00Z,8/24/21,11:00:00,14.26259419,8.009474425,
bml,3,10/11/21,2021-08-24T11:15:00Z,8/24/21,11:15:00,14.31929272,8.018988047,
bml,3,10/11/21,2021-08-24T11:30:00Z,8/24/21,11:30:00,14.37019212,8.027931373,
bml,3,10/11/21,2021-08-24T11:45:00Z,8/24/21,11:45:00,14.40969652,8.032018104,
bml,3,10/11/21,2021-08-24T12:00:00Z,8/24/21,12:00:00,14.45882392,8.037403918,
bml,3,10/11/21,2021-08-24T12:15:00Z,8/24/21,12:15:00,14.49768626,8.072961564,
bml,3,10/11/21,2021-08-24T12:30:00Z,8/24/21,12:30:00,14.54530183,8.048468706,
bml,3,10/11/21,2021-08-24T12:45:00Z,8/24/21,12:45:00,14.59303514,8.053353737,
bml,3,10/11/21,2021-08-24T13:00:00Z,8/24/21,13:00:00,14.63178023,8.059428067,
bml,3,10/11/21,2021-08-24T13:15:00Z,8/24/21,13:15:00,14.67914848,8.064251314,
bml,3,10/11/21,2021-08-24T13:30:00Z,8/24/21,13:30:00,14.70676992,8.065213287,
bml,3,10/11/21,2021-08-24T13:45:00Z,8/24/21,13:45:00,14.72652636,8.065119456,
bml,3,10/11/21,2021-08-24T14:00:00Z,8/24/21,14:00:00,14.78638352,8.068533812,
bml,3,10/11/21,2021-08-24T14:15:00Z,8/24/21,14:15:00,14.82704344,8.078105809,
bml,3,10/11/21,2021-08-24T14:30:00Z,8/24/21,14:30:00,14.87901419,8.084490523,
bml,3,10/11/21,2021-08-24T14:45:00Z,8/24/21,14:45:00,14.91588519,8.086280753,
bml,3,10/11/21,2021-08-24T15:00:00Z,8/24/21,15:00:00,14.97888615,8.091190955,
bml,3,10/11/21,2021-08-24T15:15:00Z,8/24/21,15:15:00,15.04132504,8.093157224,
bml,3,10/11/21,2021-08-24T15:30:00Z,8/24/21,15:30:00,15.10115988,8.097585441,
bml,3,10/11/21,2021-08-24T15:45:00Z,8/24/21,15:45:00,15.15669359,8.096332885,
bml,3,10/11/21,2021-08-24T16:00:00Z,8/24/21,16:00:00,15.19900091,8.096473794,
bml,3,10/11/21,2021-08-24T16:15:00Z,8/24/21,16:15:00,15.22952352,8.094835699,
bml,3,10/11/21,2021-08-24T16:30:00Z,8/24/21,16:30:00,15.27684722,8.099009319,
bml,3,10/11/21,2021-08-24T16:45:00Z,8/24/21,16:45:00,15.30258506,8.100128524,
bml,3,10/11/21,2021-08-24T17:00:00Z,8/24/21,17:00:00,15.32225353,8.100192413,
bml,3,10/11/21,2021-08-24T17:15:00Z,8/24/21,17:15:00,15.34464251,8.102204973,
bml,3,10/11/21,2021-08-24T17:30:00Z,8/24/21,17:30:00,15.35264871,8.098063352,
bml,3,10/11/21,2021-08-24T17:45:00Z,8/24/21,17:45:00,15.359851,8.091862897,
bml,3,10/11/21,2021-08-24T18:00:00Z,8/24/21,18:00:00,15.36332171,8.090914338,
bml,3,10/11/21,2021-08-24T18:15:00Z,8/24/21,18:15:00,15.36793018,8.088670222,
bml,3,10/11/21,2021-08-24T18:30:00Z,8/24/21,18:30:00,15.36550923,8.080367333,
bml,3,10/11/21,2021-08-24T18:45:00Z,8/24/21,18:45:00,15.36174743,8.073543297,
bml,3,10/11/21,2021-08-24T19:00:00Z,8/24/21,19:00:00,15.3543724,8.062273788,
bml,3,10/11/21,2021-08-24T19:15:00Z,8/24/21,19:15:00,15.34565306,8.050395825,
bml,3,10/11/21,2021-08-24T19:30:00Z,8/24/21,19:30:00,15.33758922,8.039957183,
bml,3,10/11/21,2021-08-24T19:45:00Z,8/24/21,19:45:00,15.32843606,8.035561081,
bml,3,10/11/21,2021-08-24T20:00:00Z,8/24/21,20:00:00,15.32301487,8.027581189,
bml,3,10/11/21,2021-08-24T20:15:00Z,8/24/21,20:15:00,15.31404243,8.01747194,
bml,3,10/11/21,2021-08-24T20:30:00Z,8/24/21,20:30:00,15.30675188,8.014001486,
bml,3,10/11/21,2021-08-24T20:45:00Z,8/24/21,20:45:00,15.29994575,8.009862276,
bml,3,10/11/21,2021-08-24T21:00:00Z,8/24/21,21:00:00,15.29531477,8.006980185,
bml,3,10/11/21,2021-08-24T21:15:00Z,8/24/21,21:15:00,15.28283577,7.995483657,
bml,3,10/11/21,2021-08-24T21:30:00Z,8/24/21,21:30:00,15.26692227,7.992055102,
bml,3,10/11/21,2021-08-24T21:45:00Z,8/24/21,21:45:00,15.24985942,7.985459186,
bml,3,10/11/21,2021-08-24T22:00:00Z,8/24/21,22:00:00,15.21837935,7.981016497,
bml,3,10/11/21,2021-08-24T22:15:00Z,8/24/21,22:15:00,15.17938218,7.976562355,
bml,3,10/11/21,2021-08-24T22:30:00Z,8/24/21,22:30:00,15.14232268,7.974918284,
bml,3,10/11/21,2021-08-24T22:45:00Z,8/24/21,22:45:00,15.09654243,7.975592858,
bml,3,10/11/21,2021-08-24T23:00:00Z,8/24/21,23:00:00,15.05568997,7.973546832,
bml,3,10/11/21,2021-08-24T23:15:00Z,8/24/21,23:15:00,15.03561705,7.972702233,
bml,3,10/11/21,2021-08-24T23:30:00Z,8/24/21,23:30:00,15.01760905,7.974714888,
bml,3,10/11/21,2021-08-24T23:45:00Z,8/24/21,23:45:00,15.00062312,7.976038755,
bml,3,10/11/21,2021-08-25T00:00:00Z,8/25/21,0:00:00,15.00192125,7.961096237,
bml,3,10/11/21,2021-08-25T00:15:00Z,8/25/21,0:15:00,14.99278297,7.96429909,
bml,3,10/11/21,2021-08-25T00:30:00Z,8/25/21,0:30:00,14.98493543,7.960920022,
bml,3,10/11/21,2021-08-25T00:45:00Z,8/25/21,0:45:00,14.97124599,7.952136456,
bml,3,10/11/21,2021-08-25T01:00:00Z,8/25/21,1:00:00,14.95530964,7.950530752,
bml,3,10/11/21,2021-08-25T01:15:00Z,8/25/21,1:15:00,14.92257713,7.957003285,
bml,3,10/11/21,2021-08-25T01:30:00Z,8/25/21,1:30:00,14.89160175,7.947444187,
bml,3,10/11/21,2021-08-25T01:45:00Z,8/25/21,1:45:00,14.8573453,7.947680133,
bml,3,10/11/21,2021-08-25T02:00:00Z,8/25/21,2:00:00,14.81764359,7.944544701,
bml,3,10/11/21,2021-08-25T02:15:00Z,8/25/21,2:15:00,14.79638804,7.948192448,
bml,3,10/11/21,2021-08-25T02:30:00Z,8/25/21,2:30:00,14.77481125,7.943717574,
