"date_time","min","wvht","minute_else","station"
2021-05-08 12:00:00,56,4.64,60,"Bodega Bay"
2021-05-08 12:30:00,26,4.39,30,"Bodega Bay"
2021-05-08 13:00:00,56,4.46,60,"Bodega Bay"
2021-05-08 13:30:00,26,3.81,30,"Bodega Bay"
2021-05-08 14:00:00,56,4.33,60,"Bodega Bay"
2021-05-08 14:30:00,26,4.06,30,"Bodega Bay"
2021-05-08 15:00:00,56,4.35,60,"Bodega Bay"
2021-05-08 15:30:00,26,3.69,30,"Bodega Bay"
2021-05-08 16:00:00,56,3.98,60,"Bodega Bay"
2021-05-08 16:30:00,26,3.7,30,"Bodega Bay"
2021-05-08 17:00:00,56,3.94,60,"Bodega Bay"
2021-05-08 17:30:00,26,3.63,30,"Bodega Bay"
2021-05-08 18:00:00,56,3.87,60,"Bodega Bay"
2021-05-08 18:30:00,26,3.7,30,"Bodega Bay"
2021-05-08 19:00:00,56,3.86,60,"Bodega Bay"
2021-05-08 19:30:00,26,4.06,30,"Bodega Bay"
2021-05-08 20:00:00,56,4.11,60,"Bodega Bay"
2021-05-08 20:30:00,26,4.23,30,"Bodega Bay"
2021-05-08 21:00:00,56,3.94,60,"Bodega Bay"
2021-05-08 21:30:00,26,4.05,30,"Bodega Bay"
2021-05-08 22:00:00,56,3.94,60,"Bodega Bay"
2021-05-08 22:30:00,26,3.99,30,"Bodega Bay"
2021-05-08 23:00:00,56,4.17,60,"Bodega Bay"
2021-05-08 23:30:00,26,4.5,30,"Bodega Bay"
2021-05-09 00:00:00,56,4.08,60,"Bodega Bay"
2021-05-09 00:30:00,26,4.28,30,"Bodega Bay"
2021-05-09 01:00:00,56,4.28,60,"Bodega Bay"
2021-05-09 01:30:00,26,3.91,30,"Bodega Bay"
2021-05-09 02:00:00,56,4.26,60,"Bodega Bay"
2021-05-09 02:30:00,26,4.35,30,"Bodega Bay"
2021-05-09 03:00:00,56,4.65,60,"Bodega Bay"
2021-05-09 03:30:00,26,4.15,30,"Bodega Bay"
2021-05-09 04:00:00,56,4.43,60,"Bodega Bay"
2021-05-09 04:30:00,26,4.3,30,"Bodega Bay"
2021-05-09 05:00:00,56,4.12,60,"Bodega Bay"
2021-05-09 05:30:00,26,4.37,30,"Bodega Bay"
2021-05-09 06:00:00,56,3.96,60,"Bodega Bay"
2021-05-09 06:30:00,26,4.53,30,"Bodega Bay"
2021-05-09 07:00:00,56,4.48,60,"Bodega Bay"
2021-05-09 07:30:00,26,4.44,30,"Bodega Bay"
2021-05-09 08:00:00,56,4.54,60,"Bodega Bay"
2021-05-09 08:30:00,26,4.42,30,"Bodega Bay"
2021-05-09 09:00:00,56,3.97,60,"Bodega Bay"
2021-05-09 09:30:00,26,3.96,30,"Bodega Bay"
2021-05-09 10:00:00,56,4.03,60,"Bodega Bay"
2021-05-09 10:30:00,26,3.92,30,"Bodega Bay"
2021-05-09 11:00:00,56,3.89,60,"Bodega Bay"
2021-05-09 11:30:00,26,3.87,30,"Bodega Bay"
2021-05-09 12:00:00,56,3.92,60,"Bodega Bay"
2021-05-09 12:30:00,26,4.06,30,"Bodega Bay"
2021-05-09 13:00:00,56,3.88,60,"Bodega Bay"
2021-05-09 13:30:00,26,4.08,30,"Bodega Bay"
2021-05-09 14:00:00,56,4.28,60,"Bodega Bay"
2021-05-09 14:30:00,26,4.07,30,"Bodega Bay"
2021-05-09 15:00:00,56,4.29,60,"Bodega Bay"
2021-05-09 15:30:00,26,4.14,30,"Bodega Bay"
2021-05-09 16:00:00,56,4.04,60,"Bodega Bay"
2021-05-09 16:30:00,26,4.35,30,"Bodega Bay"
2021-05-09 17:00:00,56,4.15,60,"Bodega Bay"
2021-05-09 17:30:00,26,4.22,30,"Bodega Bay"
2021-05-09 18:00:00,56,4.02,60,"Bodega Bay"
2021-05-09 18:30:00,26,4.71,30,"Bodega Bay"
2021-05-09 19:00:00,56,4.25,60,"Bodega Bay"
2021-05-09 19:30:00,26,3.93,30,"Bodega Bay"
2021-05-09 20:00:00,56,3.63,60,"Bodega Bay"
2021-05-09 20:30:00,26,4.31,30,"Bodega Bay"
2021-05-09 21:00:00,56,4.39,60,"Bodega Bay"
2021-05-09 21:30:00,26,4.71,30,"Bodega Bay"
2021-05-09 22:00:00,56,4.34,60,"Bodega Bay"
2021-05-09 22:30:00,26,4.06,30,"Bodega Bay"
2021-05-09 23:00:00,56,4.14,60,"Bodega Bay"
2021-05-09 23:30:00,26,4.17,30,"Bodega Bay"
2021-05-10 00:00:00,56,4.3,60,"Bodega Bay"
2021-05-10 00:30:00,26,4.37,30,"Bodega Bay"
2021-05-10 01:00:00,56,4.01,60,"Bodega Bay"
2021-05-10 01:30:00,26,3.78,30,"Bodega Bay"
2021-05-10 02:00:00,56,3.64,60,"Bodega Bay"
2021-05-10 02:30:00,26,3.85,30,"Bodega Bay"
2021-05-10 03:00:00,56,3.72,60,"Bodega Bay"
2021-05-10 03:30:00,26,4.04,30,"Bodega Bay"
2021-05-10 04:00:00,56,3.92,60,"Bodega Bay"
2021-05-10 04:30:00,26,4.18,30,"Bodega Bay"
2021-05-10 05:00:00,56,4.29,60,"Bodega Bay"
2021-05-10 05:30:00,26,4.31,30,"Bodega Bay"
2021-05-10 06:00:00,56,4.31,60,"Bodega Bay"
2021-05-10 06:30:00,26,4.13,30,"Bodega Bay"
2021-05-10 07:00:00,56,4.16,60,"Bodega Bay"
2021-05-10 07:30:00,26,4.62,30,"Bodega Bay"
2021-05-10 08:00:00,56,4.82,60,"Bodega Bay"
2021-05-10 08:30:00,26,4.55,30,"Bodega Bay"
2021-05-10 09:00:00,56,4.7,60,"Bodega Bay"
2021-05-10 09:30:00,26,4.74,30,"Bodega Bay"
