"site","sensor_number","recovery_date","date_time","date","time","temp_durafet_c","p_h","tide","temp_hobo_c","tide_height"
"Alegria",4,"7/12/21",2021-06-18 07:30:00,"06/18/2021","07:30:00",15.41198308,7.905803209,"high",16.0222222222222,2.285089
"Alegria",4,"7/12/21",2021-06-18 07:45:00,"06/18/2021","07:45:00",15.37243121,7.907484509,"high",15.9888888888889,2.100824
"Alegria",4,"7/12/21",2021-06-18 08:00:00,"06/18/2021","08:00:00",15.33247401,7.90842118,"high",15.9444444444444,1.916778
"Alegria",4,"7/12/21",2021-06-18 08:15:00,"06/18/2021","08:15:00",15.24769103,7.913812607,"high",15.8277777777778,1.735995
"Alegria",4,"7/12/21",2021-06-18 08:30:00,"06/18/2021","08:30:00",15.20977415,7.917391358,"high",15.85,1.560717
"Alegria",4,"7/12/21",2021-06-18 08:45:00,"06/18/2021","08:45:00",15.18443515,7.9221591,"high",15.8055555555556,1.393922
"Alegria",4,"7/12/21",2021-06-18 09:00:00,"06/18/2021","09:00:00",15.16764163,7.928231432,"high",15.8166666666667,1.237752
"Alegria",4,"7/12/21",2021-06-18 09:15:00,"06/18/2021","09:15:00",15.17906332,7.936351237,"high",15.8388888888889,1.094935
"Alegria",4,"7/12/21",2021-06-18 09:30:00,"06/18/2021","09:30:00",15.21488493,7.95053812,"low",15.8944444444444,0.967379
"Alegria",4,"7/12/21",2021-06-18 09:45:00,"06/18/2021","09:45:00",15.26964158,7.967648212,"low",15.9777777777778,0.857393
"Alegria",4,"7/12/21",2021-06-18 10:00:00,"06/18/2021","10:00:00",15.3207414,7.981710772,"low",16.0333333333333,0.766532
"Alegria",4,"7/12/21",2021-06-18 10:15:00,"06/18/2021","10:15:00",15.34298444,7.993659863,"low",16.05,0.696539
"Alegria",4,"7/12/21",2021-06-18 10:30:00,"06/18/2021","10:30:00",15.33691147,8.008338758,"low",16,0.648522
"Alegria",4,"7/12/21",2021-06-18 10:45:00,"06/18/2021","10:45:00",15.3355359,8.021744351,"low",16.0333333333333,0.623546
"Alegria",4,"7/12/21",2021-06-18 11:00:00,"06/18/2021","11:00:00",15.34665989,8.036762684,"low",16.0444444444444,0.622152
"Alegria",4,"7/12/21",2021-06-18 11:15:00,"06/18/2021","11:15:00",15.39365537,8.055695878,"low",16.1166666666667,0.644303
"Alegria",4,"7/12/21",2021-06-18 11:30:00,"06/18/2021","11:30:00",15.46457124,8.073579648,"low",16.2111111111111,0.68996
"Alegria",4,"7/12/21",2021-06-18 11:45:00,"06/18/2021","11:45:00",15.53868669,8.087357708,"low",16.2888888888889,0.758771
"Alegria",4,"7/12/21",2021-06-18 12:00:00,"06/18/2021","12:00:00",15.67075332,8.101240014,"low",16.4722222222222,0.850077
"Alegria",4,"7/12/21",2021-06-18 12:15:00,"06/18/2021","12:15:00",15.8045606,8.110495236,"low",16.6333333333333,0.962769
"Alegria",4,"7/12/21",2021-06-18 12:30:00,"06/18/2021","12:30:00",15.90404661,8.115197369,"high",16.6944444444444,1.09583
"Alegria",4,"7/12/21",2021-06-18 12:45:00,"06/18/2021","12:45:00",16.04529362,8.108861041,"high",16.8666666666667,1.247594
"Alegria",4,"7/12/21",2021-06-18 13:00:00,"06/18/2021","13:00:00",16.21839987,8.100438098,"high",17.0611111111111,1.416245
"Alegria",4,"7/12/21",2021-06-18 13:15:00,"06/18/2021","13:15:00",16.29622764,8.096172796,"high",17.0833333333333,1.599734
"Alegria",4,"7/12/21",2021-06-18 13:30:00,"06/18/2021","13:30:00",16.27530571,8.089928191,"high",16.9833333333333,1.795575
"Alegria",4,"7/12/21",2021-06-18 13:45:00,"06/18/2021","13:45:00",16.23476389,8.081056911,"high",16.8666666666667,2.001772
"Alegria",4,"7/12/21",2021-06-18 14:00:00,"06/18/2021","14:00:00",16.24569146,8.073192035,"high",16.9444444444444,2.215533
"Alegria",4,"7/12/21",2021-06-18 14:15:00,"06/18/2021","14:15:00",16.25308511,8.070611714,"high",16.9222222222222,2.43417
"Alegria",4,"7/12/21",2021-06-18 14:30:00,"06/18/2021","14:30:00",16.30162321,8.067313437,"high",17.0277777777778,2.654676
"Alegria",4,"7/12/21",2021-06-18 14:45:00,"06/18/2021","14:45:00",16.32842724,8.065415716,"high",17.0277777777778,2.874758
"Alegria",4,"7/12/21",2021-06-18 15:00:00,"06/18/2021","15:00:00",16.37542479,8.063380564,"high",17.0722222222222,3.091386
"Alegria",4,"7/12/21",2021-06-18 15:15:00,"06/18/2021","15:15:00",16.40170905,8.056323464,"high",17.0944444444444,3.301824
"Alegria",4,"7/12/21",2021-06-18 15:30:00,"06/18/2021","15:30:00",16.4342234,8.054103435,"high",17.1166666666667,3.50342
"Alegria",4,"7/12/21",2021-06-18 15:45:00,"06/18/2021","15:45:00",16.4871222,8.063041767,"high",17.2111111111111,3.693439
"Alegria",4,"7/12/21",2021-06-18 16:00:00,"06/18/2021","16:00:00",16.52765576,8.073989433,"high",17.2222222222222,3.869937
"Alegria",4,"7/12/21",2021-06-18 16:15:00,"06/18/2021","16:15:00",16.58801886,8.076134855,"high",17.2944444444444,4.030516
"Alegria",4,"7/12/21",2021-06-18 16:30:00,"06/18/2021","16:30:00",16.58395475,8.088378091,"high",17.2333333333333,4.173218
"Alegria",4,"7/12/21",2021-06-18 16:45:00,"06/18/2021","16:45:00",16.62259605,8.090500767,"high",17.3166666666667,4.296212
"Alegria",4,"7/12/21",2021-06-18 17:00:00,"06/18/2021","17:00:00",16.65867976,8.09064577,"high",17.3388888888889,4.398345
"Alegria",4,"7/12/21",2021-06-18 17:15:00,"06/18/2021","17:15:00",16.68701794,8.086172152,"high",17.3833333333333,4.478334
"Alegria",4,"7/12/21",2021-06-18 17:30:00,"06/18/2021","17:30:00",16.71799658,8.084915008,"high",17.4055555555556,4.535357
"Alegria",4,"7/12/21",2021-06-18 17:45:00,"06/18/2021","17:45:00",16.75925382,8.073812638,"high",17.4555555555556,4.568892
"Alegria",4,"7/12/21",2021-06-18 18:00:00,"06/18/2021","18:00:00",16.75228379,8.06017504,"high",17.4277777777778,4.578848
"Alegria",4,"7/12/21",2021-06-18 18:15:00,"06/18/2021","18:15:00",16.70852696,8.055721182,"high",17.3277777777778,4.565068
"Alegria",4,"7/12/21",2021-06-18 18:30:00,"06/18/2021","18:30:00",16.66710802,8.054860487,"high",17.2944444444444,4.527926
"Alegria",4,"7/12/21",2021-06-18 18:45:00,"06/18/2021","18:45:00",16.59456319,8.04656524,"high",17.2111111111111,4.468197
"Alegria",4,"7/12/21",2021-06-18 19:00:00,"06/18/2021","19:00:00",16.55951532,8.051590808,"high",17.1888888888889,4.387088
"Alegria",4,"7/12/21",2021-06-18 19:15:00,"06/18/2021","19:15:00",16.5543518,8.055894101,"high",17.2111111111111,4.286085
"Alegria",4,"7/12/21",2021-06-18 19:30:00,"06/18/2021","19:30:00",16.56294463,8.051087903,"high",17.2222222222222,4.167101
"Alegria",4,"7/12/21",2021-06-18 19:45:00,"06/18/2021","19:45:00",16.55940002,8.043322559,"high",17.2222222222222,4.031899
"Alegria",4,"7/12/21",2021-06-18 20:00:00,"06/18/2021","20:00:00",16.56759637,8.035437014,"high",17.2333333333333,3.882853
"Alegria",4,"7/12/21",2021-06-18 20:15:00,"06/18/2021","20:15:00",16.55321215,8.026341224,"high",17.2,3.722409
"Alegria",4,"7/12/21",2021-06-18 20:30:00,"06/18/2021","20:30:00",16.52627076,8.019326716,"high",17.1555555555556,3.553354
"Alegria",4,"7/12/21",2021-06-18 20:45:00,"06/18/2021","20:45:00",16.47736717,8.012409275,"high",17.1055555555556,3.378022
"Alegria",4,"7/12/21",2021-06-18 21:00:00,"06/18/2021","21:00:00",16.44169328,8.009316387,"high",17.0611111111111,3.199376
"Alegria",4,"7/12/21",2021-06-18 21:15:00,"06/18/2021","21:15:00",16.42591734,8.003138161,"high",17.0611111111111,3.020221
"Alegria",4,"7/12/21",2021-06-18 21:30:00,"06/18/2021","21:30:00",16.39483061,8.002060695,"high",17.0277777777778,2.843538
"Alegria",4,"7/12/21",2021-06-18 21:45:00,"06/18/2021","21:45:00",16.34832302,7.99347143,"high",16.9777777777778,2.671656
"Alegria",4,"7/12/21",2021-06-18 22:00:00,"06/18/2021","22:00:00",16.29930605,7.987090119,"high",16.9111111111111,2.507393
"Alegria",4,"7/12/21",2021-06-18 22:15:00,"06/18/2021","22:15:00",16.21300373,7.986041422,"high",16.8055555555556,2.353217
"Alegria",4,"7/12/21",2021-06-18 22:30:00,"06/18/2021","22:30:00",16.16592527,7.979692262,"high",16.7722222222222,2.21156
"Alegria",4,"7/12/21",2021-06-18 22:45:00,"06/18/2021","22:45:00",16.09840984,7.977797296,"high",16.7055555555556,2.084162
"Alegria",4,"7/12/21",2021-06-18 23:00:00,"06/18/2021","23:00:00",16.04899909,7.973319004,"high",16.6722222222222,1.972987
"Alegria",4,"7/12/21",2021-06-18 23:15:00,"06/18/2021","23:15:00",16.00165926,7.967743137,"high",16.5888888888889,1.879545
"Alegria",4,"7/12/21",2021-06-18 23:30:00,"06/18/2021","23:30:00",15.95664998,7.965412563,"high",16.5666666666667,1.805108
"Alegria",4,"7/12/21",2021-06-18 23:45:00,"06/18/2021","23:45:00",15.91878764,7.964810345,"high",16.5333333333333,1.750377
"Alegria",4,"7/12/21",2021-06-19,"06/19/2021","00:00:00",15.88407464,7.956699543,"high",16.4944444444444,1.715968
"Alegria",4,"7/12/21",2021-06-19 00:15:00,"06/19/2021","00:15:00",15.8201715,7.950081584,"high",16.4166666666667,1.702048
"Alegria",4,"7/12/21",2021-06-19 00:30:00,"06/19/2021","00:30:00",15.75248302,7.947796086,"high",16.3555555555556,1.708269
"Alegria",4,"7/12/21",2021-06-19 00:45:00,"06/19/2021","00:45:00",15.6765403,7.94416485,"high",16.2666666666667,1.73379
"Alegria",4,"7/12/21",2021-06-19 01:00:00,"06/19/2021","01:00:00",15.57536751,7.941379014,"high",16.15,1.777815
"Alegria",4,"7/12/21",2021-06-19 01:15:00,"06/19/2021","01:15:00",15.49473608,7.939416493,"high",16.0444444444444,1.839086
"Alegria",4,"7/12/21",2021-06-19 01:30:00,"06/19/2021","01:30:00",15.44284166,7.935604503,"high",16.0444444444444,1.916283
"Alegria",4,"7/12/21",2021-06-19 01:45:00,"06/19/2021","01:45:00",15.41526992,7.927628902,"high",16.0333333333333,2.007512
"Alegria",4,"7/12/21",2021-06-19 02:00:00,"06/19/2021","02:00:00",15.34933714,7.932055916,"high",15.9444444444444,2.111013
"Alegria",4,"7/12/21",2021-06-19 02:15:00,"06/19/2021","02:15:00",15.34896923,7.920367841,"high",15.9888888888889,2.224386
"Alegria",4,"7/12/21",2021-06-19 02:30:00,"06/19/2021","02:30:00",15.27334156,7.92528749,"high",15.8722222222222,2.345544
"Alegria",4,"7/12/21",2021-06-19 02:45:00,"06/19/2021","02:45:00",15.28944399,7.91395187,"high",15.9444444444444,2.471749
"Alegria",4,"7/12/21",2021-06-19 03:00:00,"06/19/2021","03:00:00",15.240646,7.90585831,"high",15.8833333333333,2.600725
"Alegria",4,"7/12/21",2021-06-19 03:15:00,"06/19/2021","03:15:00",15.09302086,7.923671884,"high",15.7,2.729584
"Alegria",4,"7/12/21",2021-06-19 03:30:00,"06/19/2021","03:30:00",15.0526345,7.911364607,"high",15.6333333333333,2.856011
"Alegria",4,"7/12/21",2021-06-19 03:45:00,"06/19/2021","03:45:00",15.08447546,7.899387913,"high",15.7222222222222,2.977169
"Alegria",4,"7/12/21",2021-06-19 04:00:00,"06/19/2021","04:00:00",15.04275119,7.900223721,"high",15.6777777777778,3.090738
"Alegria",4,"7/12/21",2021-06-19 04:15:00,"06/19/2021","04:15:00",14.98987274,7.915045742,"high",15.6222222222222,3.194494
"Alegria",4,"7/12/21",2021-06-19 04:30:00,"06/19/2021","04:30:00",14.97361266,7.907729855,"high",15.6222222222222,3.286041
"Alegria",4,"7/12/21",2021-06-19 04:45:00,"06/19/2021","04:45:00",14.98293231,7.905965968,"high",15.6333333333333,3.363625
"Alegria",4,"7/12/21",2021-06-19 05:00:00,"06/19/2021","05:00:00",15.0107,7.892894687,"high",15.6777777777778,3.425361
"Alegria",4,"7/12/21",2021-06-19 05:15:00,"06/19/2021","05:15:00",15.05450015,7.86772221,"high",15.7333333333333,3.469943
"Alegria",4,"7/12/21",2021-06-19 05:30:00,"06/19/2021","05:30:00",14.98306467,7.88752492,"high",15.6444444444444,3.496133
"Alegria",4,"7/12/21",2021-06-19 05:45:00,"06/19/2021","05:45:00",14.98598646,7.873000058,"high",15.6444444444444,3.503162
"Alegria",4,"7/12/21",2021-06-19 06:00:00,"06/19/2021","06:00:00",14.94273273,7.885019965,"high",15.5611111111111,3.490232
"Alegria",4,"7/12/21",2021-06-19 06:15:00,"06/19/2021","06:15:00",14.9415403,7.872717105,"high",15.5722222222222,3.457028
"Alegria",4,"7/12/21",2021-06-19 06:30:00,"06/19/2021","06:30:00",14.90062057,7.878653284,"high",15.55,3.403773
"Alegria",4,"7/12/21",2021-06-19 06:45:00,"06/19/2021","06:45:00",14.90167934,7.871971164,"high",15.55,3.331048
"Alegria",4,"7/12/21",2021-06-19 07:00:00,"06/19/2021","07:00:00",14.89059951,7.872898263,"high",15.55,3.239795
"Alegria",4,"7/12/21",2021-06-19 07:15:00,"06/19/2021","07:15:00",14.85941287,7.889855553,"high",15.5055555555556,3.131295
"Alegria",4,"7/12/21",2021-06-19 07:30:00,"06/19/2021","07:30:00",14.8524775,7.896699556,"high",15.4944444444444,3.007152
"Alegria",4,"7/12/21",2021-06-19 07:45:00,"06/19/2021","07:45:00",14.86962207,7.900936256,"high",15.5388888888889,2.869268
"Alegria",4,"7/12/21",2021-06-19 08:00:00,"06/19/2021","08:00:00",14.88266732,7.914930614,"high",15.55,2.719809
"Alegria",4,"7/12/21",2021-06-19 08:15:00,"06/19/2021","08:15:00",14.89775631,7.936915918,"high",15.5611111111111,2.561177
"Alegria",4,"7/12/21",2021-06-19 08:30:00,"06/19/2021","08:30:00",14.93394499,7.945116167,"high",15.6111111111111,2.395963
"Alegria",4,"7/12/21",2021-06-19 08:45:00,"06/19/2021","08:45:00",14.97091745,7.954502889,"high",15.6555555555556,2.226913
"Alegria",4,"7/12/21",2021-06-19 09:00:00,"06/19/2021","09:00:00",15.01402672,7.96934216,"high",15.7111111111111,2.056879
"Alegria",4,"7/12/21",2021-06-19 09:15:00,"06/19/2021","09:15:00",15.08390913,7.99007439,"high",15.8055555555556,1.888773
"Alegria",4,"7/12/21",2021-06-19 09:30:00,"06/19/2021","09:30:00",15.15802041,8.003040839,"high",15.8944444444444,1.725521
"Alegria",4,"7/12/21",2021-06-19 09:45:00,"06/19/2021","09:45:00",15.21297381,8.017693368,"high",15.9222222222222,1.570016
"Alegria",4,"7/12/21",2021-06-19 10:00:00,"06/19/2021","10:00:00",15.30965914,8.033030803,"high",16.0444444444444,1.425065
"Alegria",4,"7/12/21",2021-06-19 10:30:00,"06/19/2021","10:30:00",15.51433288,8.10095676,"high",16.2555555555556,1.177383
"Alegria",4,"7/12/21",2021-06-19 10:45:00,"06/19/2021","10:45:00",15.57145153,8.113626931,"high",16.3111111111111,1.079457
"Alegria",4,"7/12/21",2021-06-19 11:00:00,"06/19/2021","11:00:00",15.61214657,8.117397533,"high",16.3444444444444,1.001616
"Alegria",4,"7/12/21",2021-06-19 11:15:00,"06/19/2021","11:15:00",15.71228119,8.151860159,"low",16.45,0.945615
"Alegria",4,"7/12/21",2021-06-19 11:30:00,"06/19/2021","11:30:00",15.84119971,8.152373135,"low",16.6,0.912894
"Alegria",4,"7/12/21",2021-06-19 11:45:00,"06/19/2021","11:45:00",15.89777563,8.167925339,"low",16.6444444444444,0.904546
"Alegria",4,"7/12/21",2021-06-19 12:00:00,"06/19/2021","12:00:00",16.02111181,8.205512622,"low",16.8166666666667,0.920961
"Alegria",4,"7/12/21",2021-06-19 12:15:00,"06/19/2021","12:15:00",16.05938658,8.174685898,"low",16.8055555555556,0.962344
"Alegria",4,"7/12/21",2021-06-19 12:30:00,"06/19/2021","12:30:00",16.11607517,8.190608264,"high",16.8666666666667,1.028669
"Alegria",4,"7/12/21",2021-06-19 12:45:00,"06/19/2021","12:45:00",16.14359124,8.170604176,"high",16.8666666666667,1.119428
"Alegria",4,"7/12/21",2021-06-19 13:00:00,"06/19/2021","13:00:00",16.11831243,8.146881826,"high",16.7833333333333,1.23406
"Alegria",4,"7/12/21",2021-06-19 13:15:00,"06/19/2021","13:15:00",16.13007161,8.137319075,"high",16.8055555555556,1.371351
"Alegria",4,"7/12/21",2021-06-19 13:30:00,"06/19/2021","13:30:00",16.13635515,8.123360842,"high",16.8055555555556,1.529639
"Alegria",4,"7/12/21",2021-06-19 13:45:00,"06/19/2021","13:45:00",16.20053163,8.110685504,"high",16.9222222222222,1.707475
"Alegria",4,"7/12/21",2021-06-19 14:00:00,"06/19/2021","14:00:00",16.11409671,8.101820809,"high",16.7944444444444,1.902585
"Alegria",4,"7/12/21",2021-06-19 14:15:00,"06/19/2021","14:15:00",16.03721763,8.116708649,"high",16.6555555555556,2.112342
"Alegria",4,"7/12/21",2021-06-19 14:30:00,"06/19/2021","14:30:00",16.07392955,8.120942789,"high",16.7388888888889,2.334589
"Alegria",4,"7/12/21",2021-06-19 14:45:00,"06/19/2021","14:45:00",16.00861108,8.106472492,"high",16.6444444444444,2.566264
"Alegria",4,"7/12/21",2021-06-19 15:00:00,"06/19/2021","15:00:00",16.03725701,8.104647641,"high",16.6833333333333,2.804097
"Alegria",4,"7/12/21",2021-06-19 15:15:00,"06/19/2021","15:15:00",16.01792435,8.115822549,"high",16.6833333333333,3.045493
"Alegria",4,"7/12/21",2021-06-19 15:30:00,"06/19/2021","15:30:00",16.05716087,8.095786603,"high",16.75,3.286985
"Alegria",4,"7/12/21",2021-06-19 15:45:00,"06/19/2021","15:45:00",16.06497678,8.104835896,"high",16.7277777777778,3.525068
"Alegria",4,"7/12/21",2021-06-19 16:00:00,"06/19/2021","16:00:00",16.04382371,8.11905203,"high",16.7055555555556,3.75705
"Alegria",4,"7/12/21",2021-06-19 16:15:00,"06/19/2021","16:15:00",16.05357832,8.110306317,"high",16.6944444444444,3.979254
"Alegria",4,"7/12/21",2021-06-19 16:30:00,"06/19/2021","16:30:00",16.05008155,8.141568462,"high",16.6833333333333,4.189119
"Alegria",4,"7/12/21",2021-06-19 16:45:00,"06/19/2021","16:45:00",16.01962045,8.144207632,"high",16.6444444444444,4.383483
"Alegria",4,"7/12/21",2021-06-19 17:00:00,"06/19/2021","17:00:00",16.11119746,8.095505994,"high",16.8055555555556,4.559445
"Alegria",4,"7/12/21",2021-06-19 17:15:00,"06/19/2021","17:15:00",16.13058708,8.103524001,"high",16.8166666666667,4.714922
"Alegria",4,"7/12/21",2021-06-19 17:30:00,"06/19/2021","17:30:00",16.24519313,8.073126553,"high",16.9444444444444,4.847503
"Alegria",4,"7/12/21",2021-06-19 17:45:00,"06/19/2021","17:45:00",16.2594872,8.080099148,"high",16.9444444444444,4.955183
"Alegria",4,"7/12/21",2021-06-19 18:00:00,"06/19/2021","18:00:00",16.35293096,8.054267077,"high",17.0388888888889,5.036641
"Alegria",4,"7/12/21",2021-06-19 18:15:00,"06/19/2021","18:15:00",16.40280276,8.041643686,"high",17.1055555555556,5.090541
"Alegria",4,"7/12/21",2021-06-19 18:30:00,"06/19/2021","18:30:00",16.47048912,8.039692017,"high",17.1666666666667,5.116049
"Alegria",4,"7/12/21",2021-06-19 18:45:00,"06/19/2021","18:45:00",16.53092713,8.028165317,"high",17.2444444444444,5.112697
"Alegria",4,"7/12/21",2021-06-19 19:00:00,"06/19/2021","19:00:00",16.55484877,8.025263516,"high",17.2222222222222,5.079984
"Alegria",4,"7/12/21",2021-06-19 19:15:00,"06/19/2021","19:15:00",16.56895129,8.018044795,"high",17.2222222222222,5.018341
"Alegria",4,"7/12/21",2021-06-19 19:30:00,"06/19/2021","19:30:00",16.57403818,8.013931746,"high",17.2444444444444,4.928444
"Alegria",4,"7/12/21",2021-06-19 19:45:00,"06/19/2021","19:45:00",16.57042913,8.006429925,"high",17.2222222222222,4.81171
"Alegria",4,"7/12/21",2021-06-19 20:00:00,"06/19/2021","20:00:00",16.5572698,8.000803715,"high",17.2,4.669662
"Alegria",4,"7/12/21",2021-06-19 20:15:00,"06/19/2021","20:15:00",16.51514566,7.998341231,"high",17.1555555555556,4.504075
"Alegria",4,"7/12/21",2021-06-19 20:30:00,"06/19/2021","20:30:00",16.47197539,7.990237071,"high",17.1055555555556,4.31763
"Alegria",4,"7/12/21",2021-06-19 20:45:00,"06/19/2021","20:45:00",16.42344197,7.984361577,"high",17.0388888888889,4.112534
"Alegria",4,"7/12/21",2021-06-19 21:00:00,"06/19/2021","21:00:00",16.38752486,7.979720038,"high",17.0277777777778,3.892123
"Alegria",4,"7/12/21",2021-06-19 21:15:00,"06/19/2021","21:15:00",16.35301505,7.975730871,"high",16.9777777777778,3.659019
"Alegria",4,"7/12/21",2021-06-19 21:30:00,"06/19/2021","21:30:00",16.3192029,7.972104882,"high",16.9555555555556,3.41702
"Alegria",4,"7/12/21",2021-06-19 21:45:00,"06/19/2021","21:45:00",16.24525206,7.985355759,"high",16.8555555555556,3.169
"Alegria",4,"7/12/21",2021-06-19 22:00:00,"06/19/2021","22:00:00",16.22749207,7.972249767,"high",16.8888888888889,2.918989
"Alegria",4,"7/12/21",2021-06-19 22:15:00,"06/19/2021","22:15:00",16.15819412,7.976891595,"high",16.7611111111111,2.66994
"Alegria",4,"7/12/21",2021-06-19 22:30:00,"06/19/2021","22:30:00",16.17043847,7.958336001,"high",16.7944444444444,2.425868
"Alegria",4,"7/12/21",2021-06-19 22:45:00,"06/19/2021","22:45:00",16.07294866,7.972365483,"high",16.6944444444444,2.189875
"Alegria",4,"7/12/21",2021-06-19 23:00:00,"06/19/2021","23:00:00",16.0766061,7.956283956,"high",16.7166666666667,1.964953
"Alegria",4,"7/12/21",2021-06-19 23:15:00,"06/19/2021","23:15:00",16.042602,7.950305662,"high",16.6444444444444,1.754646
"Alegria",4,"7/12/21",2021-06-19 23:30:00,"06/19/2021","23:30:00",16.00731279,7.945298881,"high",16.6333333333333,1.561301
"Alegria",4,"7/12/21",2021-06-19 23:45:00,"06/19/2021","23:45:00",15.99908139,7.930769768,"high",16.6333333333333,1.387871
"Alegria",4,"7/12/21",2021-06-20,"06/20/2021","00:00:00",15.99374238,7.92537063,"high",16.6222222222222,1.236175
"Alegria",4,"7/12/21",2021-06-20 00:15:00,"06/20/2021","00:15:00",16.00007686,7.911458022,"high",16.6666666666667,1.108395
"Alegria",4,"7/12/21",2021-06-20 00:30:00,"06/20/2021","00:30:00",16.00670276,7.905028735,"high",16.6722222222222,1.005707
"Alegria",4,"7/12/21",2021-06-20 00:45:00,"06/20/2021","00:45:00",15.98186992,7.892576389,"low",16.6222222222222,0.929386
"Alegria",4,"7/12/21",2021-06-20 01:00:00,"06/20/2021","01:00:00",15.95697674,7.892340188,"low",16.5777777777778,0.87993
"Alegria",4,"7/12/21",2021-06-20 01:15:00,"06/20/2021","01:15:00",15.95892009,7.887645668,"low",16.6222222222222,0.857518
"Alegria",4,"7/12/21",2021-06-20 01:30:00,"06/20/2021","01:30:00",15.98625262,7.878799877,"low",16.6666666666667,0.861838
"Alegria",4,"7/12/21",2021-06-20 01:45:00,"06/20/2021","01:45:00",15.98934741,7.86585281,"low",16.6444444444444,0.891809
"Alegria",4,"7/12/21",2021-06-20 02:00:00,"06/20/2021","02:00:00",15.9724019,7.865741282,"low",16.6,0.946346
"Alegria",4,"7/12/21",2021-06-20 02:15:00,"06/20/2021","02:15:00",15.98671184,7.864480284,"high",16.6333333333333,1.024012
"Alegria",4,"7/12/21",2021-06-20 02:30:00,"06/20/2021","02:30:00",15.9815769,7.86296027,"high",16.6222222222222,1.122887
"Alegria",4,"7/12/21",2021-06-20 02:45:00,"06/20/2021","02:45:00",15.97875802,7.85524803,"high",16.6333333333333,1.241071
"Alegria",4,"7/12/21",2021-06-20 03:00:00,"06/20/2021","03:00:00",15.98878491,7.856977114,"high",16.6444444444444,1.376051
