Device Name:,,QuadVoltV2,QuadVoltV2,QuadVoltV2,QuadVoltV2
10/8/21,8:31:22 PM,97.76636,35.62098,-35.3705,-13.43646
10/8/21,8:31:32 PM,97.80202,35.62072,-35.37076,-13.44286
10/8/21,8:31:42 PM,97.8098,35.62078,-35.3714,-13.44986
10/8/21,8:31:52 PM,97.87096,35.62168,-35.37144,-13.4579
10/8/21,8:32:02 PM,97.92584,35.62224,-35.37168,-13.46718
10/8/21,8:32:12 PM,97.94754,35.62172,-35.37256,-13.47536
10/8/21,8:32:22 PM,98.03256,35.62326,-35.37196,-13.4848
10/8/21,8:32:32 PM,98.06746,35.62286,-35.3732,-13.49456
10/8/21,8:32:42 PM,98.0865,35.62324,-35.37266,-13.5039
10/8/21,8:32:52 PM,98.10036,35.62434,-35.3728,-13.51428
10/8/21,8:33:02 PM,98.13914,35.62476,-35.37312,-13.52546
10/8/21,8:33:12 PM,98.13944,35.6247,-35.37358,-13.53644
10/8/21,8:33:22 PM,98.1475,35.62496,-35.37398,-13.54826
10/8/21,8:33:32 PM,98.15692,35.62542,-35.3742,-13.55954
10/8/21,8:33:42 PM,98.19514,35.62542,-35.37402,-13.57182
10/8/21,8:33:52 PM,98.22908,35.62594,-35.3751,-13.58384
10/8/21,8:34:02 PM,98.22944,35.6263,-35.37496,-13.59668
10/8/21,8:34:12 PM,98.22562,35.62678,-35.37542,-13.61078
10/8/21,8:34:22 PM,98.2414,35.6272,-35.37556,-13.62334
10/8/21,8:34:32 PM,98.27922,35.62766,-35.37712,-13.6356
10/8/21,8:34:42 PM,98.2623,35.62776,-35.37666,-13.64978
10/8/21,8:34:52 PM,98.27808,35.62796,-35.377,-13.6635
10/8/21,8:35:02 PM,98.25174,35.62812,-35.37698,-13.67688
10/8/21,8:35:12 PM,98.28438,35.62906,-35.37778,-13.69104
10/8/21,8:35:22 PM,98.32532,35.62886,-35.37732,-13.70498
10/8/21,8:35:32 PM,98.3586,35.62956,-35.37794,-13.71902
10/8/21,8:35:42 PM,98.3467,35.62958,-35.3783,-13.73426
10/8/21,8:35:52 PM,98.34242,35.63044,-35.37888,-13.74828
10/8/21,8:36:02 PM,98.37078,35.63022,-35.37966,-13.76384
10/8/21,8:36:12 PM,98.40866,35.63158,-35.37896,-13.77874
10/8/21,8:36:22 PM,98.44188,35.63146,-35.37878,-13.79356
10/8/21,8:36:32 PM,98.41274,35.63198,-35.38046,-13.80928
10/8/21,8:36:42 PM,98.4038,35.63212,-35.38052,-13.82404
10/8/21,8:36:52 PM,98.42358,35.63212,-35.38084,-13.83976
10/8/21,8:37:02 PM,98.43782,35.63242,-35.38082,-13.85502
10/8/21,8:37:12 PM,98.42922,35.63336,-35.38102,-13.87072
10/8/21,8:37:22 PM,98.4498,35.63304,-35.38104,-13.88664
10/8/21,8:37:32 PM,98.4615,35.63408,-35.38114,-13.90268
10/8/21,8:37:42 PM,98.44608,35.63418,-35.3824,-13.9184
10/8/21,8:37:52 PM,98.43548,35.63364,-35.38256,-13.9345
10/8/21,8:38:02 PM,98.47574,35.63434,-35.38254,-13.9512
10/8/21,8:38:12 PM,98.48568,35.63556,-35.38282,-13.96706
10/8/21,8:38:22 PM,98.46614,35.63404,-35.38306,-13.98194
10/8/21,8:38:32 PM,98.47484,35.63578,-35.38268,-13.99888
10/8/21,8:38:42 PM,98.46604,35.63654,-35.38436,-14.01488
10/8/21,8:38:52 PM,98.51194,35.63592,-35.38422,-14.031
10/8/21,8:39:02 PM,98.48098,35.63696,-35.3841,-14.04782
10/8/21,8:39:12 PM,98.46926,35.63644,-35.38426,-14.0644
10/8/21,8:39:22 PM,98.44046,35.63744,-35.38454,-14.0813
10/8/21,8:39:32 PM,98.43988,35.63744,-35.38448,-14.09694
10/8/21,8:39:42 PM,98.4728,35.63756,-35.38574,-14.11434
10/8/21,8:39:52 PM,98.49072,35.63806,-35.3854,-14.13074
10/8/21,8:40:02 PM,98.4849,35.63824,-35.38508,-14.14658
10/8/21,8:40:12 PM,98.4846,35.63862,-35.3863,-14.16382
10/8/21,8:40:22 PM,98.47788,35.63892,-35.38672,-14.1797
10/8/21,8:40:32 PM,98.48182,35.63954,-35.38636,-14.19654
10/8/21,8:40:42 PM,98.50154,35.63984,-35.3866,-14.21278
10/8/21,8:40:52 PM,98.4943,35.63962,-35.38764,-14.22982
10/8/21,8:41:02 PM,98.48806,35.64046,-35.38668,-14.2459
10/8/21,8:41:12 PM,98.50972,35.63996,-35.38858,-14.2633
10/8/21,8:41:22 PM,98.4583,35.64054,-35.3876,-14.27992
10/8/21,8:41:32 PM,98.47032,35.64088,-35.38846,-14.2957
10/8/21,8:41:42 PM,98.444,35.641,-35.38884,-14.31246
10/8/21,8:41:52 PM,98.4735,35.64144,-35.3896,-14.32984
10/8/21,8:42:02 PM,98.46492,35.6417,-35.39022,-14.34546
10/8/21,8:42:12 PM,98.47578,35.64192,-35.38984,-14.3625
10/8/21,8:42:22 PM,98.46382,35.64212,-35.39018,-14.37982
10/8/21,8:42:32 PM,99.65034,35.62098,-35.40892,-14.40194
10/8/21,8:42:42 PM,98.4469,35.64258,-35.39078,-14.41248
10/8/21,8:42:52 PM,98.42674,35.6432,-35.39128,-14.43234
10/8/21,8:43:02 PM,98.41016,35.64308,-35.39094,-14.4505
10/8/21,8:43:12 PM,98.39758,35.64376,-35.39152,-14.46814
10/8/21,8:43:22 PM,98.37848,35.64334,-35.39172,-14.48514
10/8/21,8:43:32 PM,98.36616,35.64386,-35.39206,-14.50266
10/8/21,8:43:42 PM,98.34364,35.6448,-35.39236,-14.51854
10/8/21,8:43:52 PM,98.34128,35.64382,-35.39242,-14.53584
10/8/21,8:44:02 PM,98.32534,35.6443,-35.3935,-14.55146
10/8/21,8:44:12 PM,98.29786,35.64434,-35.39334,-14.5683
10/8/21,8:44:22 PM,98.2796,35.64454,-35.39316,-14.58384
10/8/21,8:44:32 PM,98.2698,35.645,-35.39426,-14.60048
10/8/21,8:44:42 PM,98.27808,35.64568,-35.39334,-14.61766
10/8/21,8:44:52 PM,98.28822,35.6464,-35.3953,-14.6333
10/8/21,8:45:02 PM,98.29976,35.64594,-35.39454,-14.65046
10/8/21,8:45:12 PM,98.27842,35.6455,-35.39556,-14.66772
10/8/21,8:45:22 PM,98.28076,35.64562,-35.39488,-14.68444
10/8/21,8:45:32 PM,98.28954,35.64592,-35.39594,-14.6996
10/8/21,8:45:42 PM,98.26296,35.64704,-35.3964,-14.71534
10/8/21,8:45:52 PM,98.2364,35.64676,-35.39596,-14.73152
10/8/21,8:46:02 PM,98.23736,35.64636,-35.39682,-14.74844
10/8/21,8:46:12 PM,98.23578,35.6481,-35.39736,-14.7641
10/8/21,8:46:22 PM,98.2465,35.64782,-35.3968,-14.7814
10/8/21,8:46:32 PM,98.2416,35.64736,-35.39772,-14.79716
10/8/21,8:46:42 PM,98.21916,35.64728,-35.39852,-14.81384
10/8/21,8:46:52 PM,98.22226,35.64838,-35.39798,-14.83012
10/8/21,8:47:02 PM,98.17428,35.64874,-35.39844,-14.84616
10/8/21,8:47:12 PM,98.1985,35.64862,-35.39872,-14.86258
10/8/21,8:47:22 PM,98.19262,35.6491,-35.39866,-14.87714
10/8/21,8:47:32 PM,98.20352,35.64898,-35.39872,-14.89454
10/8/21,8:47:42 PM,98.20018,35.64948,-35.39932,-14.9115
10/8/21,8:47:52 PM,98.18114,35.65006,-35.3996,-14.92566
10/8/21,8:48:02 PM,98.17938,35.64966,-35.3996,-14.94274
10/8/21,8:48:12 PM,98.18132,35.6503,-35.40018,-14.95808
10/8/21,8:48:22 PM,98.126,35.6505,-35.3998,-14.97506
10/8/21,8:48:32 PM,98.15906,35.65076,-35.40024,-14.99198
10/8/21,8:48:42 PM,98.1777,35.65054,-35.40082,-15.00722
10/8/21,8:48:52 PM,98.16772,35.65074,-35.40116,-15.02286
10/8/21,8:49:02 PM,98.1438,35.651,-35.40172,-15.03834
10/8/21,8:49:12 PM,98.14388,35.65126,-35.40256,-15.05482
10/8/21,8:49:22 PM,98.12078,35.65174,-35.40194,-15.07096
10/8/21,8:49:32 PM,98.12518,35.65234,-35.40218,-15.0863
10/8/21,8:49:42 PM,98.12216,35.65242,-35.40264,-15.10388
10/8/21,8:49:52 PM,98.11872,35.6525,-35.40334,-15.11878
10/8/21,8:50:02 PM,98.11878,35.65272,-35.40244,-15.13506
10/8/21,8:50:12 PM,98.08344,35.65312,-35.40364,-15.15132
10/8/21,8:50:22 PM,98.0983,35.654,-35.40434,-15.16654
10/8/21,8:50:32 PM,98.08768,35.6523,-35.40418,-15.18202
10/8/21,8:50:42 PM,98.0755,35.65338,-35.40406,-15.19772
10/8/21,8:50:52 PM,98.05778,35.65398,-35.40424,-15.21394
10/8/21,8:51:02 PM,98.05474,35.65364,-35.40416,-15.22892
10/8/21,8:51:12 PM,98.04566,35.65456,-35.4047,-15.2439
10/8/21,8:51:22 PM,98.03912,35.6529,-35.40502,-15.25978
10/8/21,8:51:32 PM,98.05294,35.65474,-35.4057,-15.27574
10/8/21,8:51:42 PM,98.0364,35.6549,-35.40558,-15.2915
10/8/21,8:51:52 PM,98.02302,35.65472,-35.40596,-15.30678
10/8/21,8:52:02 PM,98.04658,35.65548,-35.40636,-15.32198
10/8/21,8:52:12 PM,98.02474,35.65538,-35.40656,-15.3373
10/8/21,8:52:22 PM,98.03076,35.65574,-35.40696,-15.35174
10/8/21,8:52:32 PM,98.01678,35.65622,-35.40664,-15.36778
10/8/21,8:52:42 PM,97.98108,35.65628,-35.40664,-15.38272
10/8/21,8:52:52 PM,97.9394,35.65688,-35.4085,-15.39766
10/8/21,8:53:02 PM,97.95518,35.65684,-35.40788,-15.41274
10/8/21,8:53:12 PM,97.94386,35.65674,-35.40828,-15.42776
10/8/21,8:53:22 PM,97.97044,35.65678,-35.40884,-15.4448
10/8/21,8:53:32 PM,97.96912,35.6578,-35.40878,-15.45858
10/8/21,8:53:42 PM,97.96274,35.65718,-35.40904,-15.47464
10/8/21,8:53:52 PM,97.97958,35.658,-35.40982,-15.48904
10/8/21,8:54:02 PM,97.93676,35.65792,-35.4092,-15.50486
10/8/21,8:54:12 PM,97.93804,35.65786,-35.41024,-15.51968
10/8/21,8:54:22 PM,97.90846,35.65764,-35.41062,-15.53566
10/8/21,8:54:32 PM,97.9361,35.65838,-35.40976,-15.54918
10/8/21,8:54:42 PM,97.90384,35.6588,-35.41066,-15.56436
10/8/21,8:54:52 PM,97.88226,35.65906,-35.4105,-15.5791
10/8/21,8:55:02 PM,97.90472,35.65886,-35.4106,-15.5941
10/8/21,8:55:12 PM,97.8941,35.65888,-35.4106,-15.60954
10/8/21,8:55:22 PM,97.88776,35.65924,-35.41098,-15.62398
10/8/21,8:55:32 PM,97.87354,35.65932,-35.4111,-15.63824
10/8/21,8:55:42 PM,97.8498,35.6596,-35.41234,-15.65302
10/8/21,8:55:52 PM,97.87644,35.66002,-35.4121,-15.66686
10/8/21,8:56:02 PM,97.87458,35.6611,-35.41162,-15.68154
10/8/21,8:56:12 PM,97.88916,35.66068,-35.41292,-15.69542
10/8/21,8:56:22 PM,97.86112,35.66076,-35.412,-15.70982
10/8/21,8:56:32 PM,97.85676,35.66068,-35.41286,-15.7235
10/8/21,8:56:42 PM,97.86864,35.66044,-35.4122,-15.73792
10/8/21,8:56:52 PM,97.86576,35.66072,-35.41394,-15.75174
10/8/21,8:57:02 PM,97.84082,35.66134,-35.4138,-15.7658
10/8/21,8:57:12 PM,97.81686,35.66178,-35.41334,-15.7803
10/8/21,8:57:22 PM,97.80324,35.6616,-35.41362,-15.79526
10/8/21,8:57:32 PM,97.81422,35.6622,-35.41362,-15.80814
10/8/21,8:57:42 PM,97.81364,35.66222,-35.4148,-15.82238
10/8/21,8:57:52 PM,97.82604,35.66206,-35.41504,-15.83636
10/8/21,8:58:02 PM,97.79304,35.66334,-35.41464,-15.85062
10/8/21,8:58:12 PM,97.76952,35.66246,-35.41618,-15.8647
10/8/21,8:58:22 PM,97.7931,35.66276,-35.41504,-15.87774
10/8/21,8:58:32 PM,97.77436,35.66304,-35.41536,-15.89082
10/8/21,8:58:42 PM,97.7738,35.66358,-35.41572,-15.90506
10/8/21,8:58:52 PM,97.773,35.66354,-35.41502,-15.9183
10/8/21,8:59:02 PM,97.78102,35.66342,-35.41642,-15.93216
10/8/21,8:59:12 PM,97.75252,35.66386,-35.4163,-15.94544
10/8/21,8:59:22 PM,97.75794,35.66456,-35.41556,-15.95932
10/8/21,8:59:32 PM,97.75216,35.66476,-35.4165,-15.97264
10/8/21,8:59:42 PM,97.7585,35.66434,-35.4163,-15.98618
10/8/21,8:59:52 PM,97.71276,35.66526,-35.41768,-15.99994
10/8/21,9:00:02 PM,97.72816,35.66468,-35.41674,-16.01348
10/8/21,9:00:12 PM,97.70782,35.66538,-35.41724,-16.0258
10/8/21,9:00:22 PM,97.68822,35.6654,-35.41828,-16.03914
10/8/21,9:00:32 PM,97.70414,35.66588,-35.41812,-16.05272
10/8/21,9:00:42 PM,97.72098,35.66606,-35.41904,-16.06506
10/8/21,9:00:52 PM,97.6928,35.66536,-35.41926,-16.07888
10/8/21,9:01:02 PM,97.72982,35.66572,-35.4196,-16.09176
10/8/21,9:01:12 PM,97.6995,35.66614,-35.41938,-16.10498
10/8/21,9:01:22 PM,97.68844,35.66592,-35.4194,-16.11748
10/8/21,9:01:32 PM,97.69122,35.66564,-35.42022,-16.13156
10/8/21,9:01:42 PM,97.64952,35.66648,-35.42022,-16.14348
10/8/21,9:01:52 PM,97.60974,35.66722,-35.41976,-16.15664
10/8/21,9:02:02 PM,97.60318,35.66728,-35.4205,-16.16988
10/8/21,9:02:12 PM,97.58836,35.66676,-35.4197,-16.18234
10/8/21,9:02:22 PM,97.59536,35.66766,-35.42086,-16.19538
10/8/21,9:02:32 PM,97.61352,35.66752,-35.42152,-16.20936
10/8/21,9:02:42 PM,97.59454,35.66806,-35.42042,-16.22128
10/8/21,9:02:52 PM,97.60502,35.668,-35.42176,-16.23348
10/8/21,9:03:02 PM,97.61178,35.6686,-35.4222,-16.24602
10/8/21,9:03:12 PM,97.60824,35.66872,-35.4217,-16.25744
10/8/21,9:03:22 PM,97.60156,35.6688,-35.4226,-16.27002
10/8/21,9:03:32 PM,97.64042,35.66892,-35.42272,-16.28192
10/8/21,9:03:42 PM,97.57004,35.66924,-35.42196,-16.29428
10/8/21,9:03:52 PM,97.53754,35.669,-35.42282,-16.30616
10/8/21,9:04:02 PM,97.55472,35.6697,-35.42278,-16.31882
10/8/21,9:04:12 PM,97.57218,35.6704,-35.42382,-16.33146
10/8/21,9:04:22 PM,97.54378,35.66936,-35.42366,-16.34352
10/8/21,9:04:32 PM,97.54822,35.67,-35.424,-16.3558
10/8/21,9:04:42 PM,97.51114,35.67016,-35.4241,-16.36832
10/8/21,9:04:52 PM,97.53406,35.66992,-35.42372,-16.37986
10/8/21,9:05:02 PM,97.5322,35.6703,-35.42466,-16.39222
10/8/21,9:05:12 PM,97.52286,35.67046,-35.42426,-16.404
10/8/21,9:05:22 PM,97.50022,35.67072,-35.42448,-16.41662
10/8/21,9:05:32 PM,97.4773,35.671,-35.42498,-16.42742
10/8/21,9:05:42 PM,97.4633,35.6711,-35.42486,-16.4412
10/8/21,9:05:52 PM,97.45156,35.6711,-35.4251,-16.45308
10/8/21,9:06:02 PM,97.46178,35.67082,-35.42576,-16.4653
10/8/21,9:06:12 PM,97.46212,35.6709,-35.42594,-16.47654
10/8/21,9:06:22 PM,97.45282,35.67148,-35.42578,-16.48898
10/8/21,9:06:32 PM,97.42302,35.6712,-35.42694,-16.5012
10/8/21,9:06:42 PM,97.42432,35.6711,-35.42618,-16.51346
10/8/21,9:06:52 PM,97.43772,35.67182,-35.42658,-16.52456
10/8/21,9:07:02 PM,97.40528,35.67202,-35.42684,-16.53672
10/8/21,9:07:12 PM,97.38342,35.67166,-35.42702,-16.54914
10/8/21,9:07:22 PM,97.37434,35.67166,-35.42716,-16.55958
10/8/21,9:07:32 PM,97.37576,35.6724,-35.42774,-16.57252
10/8/21,9:07:42 PM,97.36686,35.67326,-35.42704,-16.58388
10/8/21,9:07:52 PM,97.32452,35.67294,-35.42762,-16.59638
10/8/21,9:08:02 PM,97.32872,35.6731,-35.42738,-16.60782
10/8/21,9:08:12 PM,97.35392,35.67362,-35.42856,-16.61942
10/8/21,9:08:22 PM,97.34576,35.67408,-35.42868,-16.63178
10/8/21,9:08:32 PM,97.31086,35.6736,-35.42826,-16.64236
10/8/21,9:08:42 PM,97.34816,35.674,-35.42848,-16.65406
10/8/21,9:08:52 PM,97.29118,35.67392,-35.42808,-16.6662
10/8/21,9:09:02 PM,97.32572,35.67356,-35.42896,-16.67776
10/8/21,9:09:12 PM,97.2981,35.6746,-35.42954,-16.68986
10/8/21,9:09:22 PM,97.31432,35.67414,-35.42964,-16.7009
10/8/21,9:09:32 PM,97.3145,35.67418,-35.43004,-16.71198
10/8/21,9:09:42 PM,97.3216,35.67472,-35.43064,-16.72396
10/8/21,9:09:52 PM,97.29994,35.67464,-35.43056,-16.73498
10/8/21,9:10:02 PM,97.28452,35.67484,-35.43082,-16.74658
10/8/21,9:10:12 PM,97.28218,35.67512,-35.43052,-16.75794
10/8/21,9:10:22 PM,97.28926,35.67486,-35.43072,-16.76846
10/8/21,9:10:32 PM,97.25738,35.67552,-35.43012,-16.78074
10/8/21,9:10:42 PM,97.22752,35.67504,-35.43126,-16.79178
10/8/21,9:10:52 PM,97.2265,35.67538,-35.43106,-16.80304
10/8/21,9:11:02 PM,97.26322,35.67568,-35.4318,-16.81364
10/8/21,9:11:12 PM,97.23428,35.67648,-35.43158,-16.82496
10/8/21,9:11:22 PM,97.2004,35.67542,-35.43198,-16.83476
10/8/21,9:11:32 PM,97.58084,35.68552,-35.42454,-16.77926
10/8/21,9:11:42 PM,98.22238,35.68224,-35.42876,-16.7049
10/8/21,9:11:52 PM,98.2686,35.67966,-35.43094,-16.68512
